index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,05_Ay,i,0,0,0,0.045455,0.940000,AY,0,cmu_ay
1,06_Eh,enjoy,1,0,0,0.107955,0.920000,EH,0,cmu_eh_vowel
2,14_ChJjSh,enjoy,1,0,0,0.176136,0.820000,JH,2,cmu_affricate_sibilant
3,09_Oh,enjoy,1,0,0,0.210227,0.920000,OY,3,cmu_oh_vowel
4,07_Aa,the,2,0,0,0.295455,0.500000,AH,1,cmu_open_vowel
5,20_FV,veggie,3,0,0,0.335227,0.960000,V,0,cmu_fv
6,06_Eh,veggie,3,0,0,0.369318,0.920000,EH,1,cmu_eh_vowel
7,14_ChJjSh,veggie,3,0,0,0.403409,0.820000,JH,2,cmu_affricate_sibilant
8,03_Ee,veggie,3,0,0,0.437500,0.500000,IY,3,cmu_front_vowel
9,12_Ww-Oo-,one,4,0,0,0.469697,0.880000,W,0,cmu_w
10,07_Aa,one,4,0,0,0.500000,0.920000,AH,1,cmu_open_vowel
11,22_MBP,myself,5,0,0,0.560606,1.000000,M,0,cmu_bilabial
12,05_Ay,myself,5,0,0,0.590909,0.940000,AY,1,cmu_ay
13,06_Eh,myself,5,0,0,0.651515,0.920000,EH,3,cmu_eh_vowel
14,20_FV,myself,5,0,0,0.712121,0.960000,F,5,cmu_fv
15,05_Ay,light,6,1,1,0.772727,0.940000,AY,1,cmu_ay
16,07_Aa,and,7,1,1,0.833333,0.500000,AH,0,cmu_open_vowel
17,20_FV,fresh,8,1,1,0.920455,0.960000,F,0,cmu_fv
18,06_Eh,fresh,8,1,1,0.965909,0.920000,EH,2,cmu_eh_vowel
19,14_ChJjSh,fresh,8,1,1,0.987045,0.820000,SH,3,cmu_affricate_sibilant
