index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.074000,0.129000,0.184000,05_Ay,i,0,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.171500,0.239000,0.306500,06_Eh,enjoy,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
2,0.339500,0.387000,0.434500,14_ChJjSh,enjoy,1,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
3,0.431500,0.499000,0.566500,09_Oh,enjoy,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
4,0.611500,0.679000,0.746500,07_Aa,the,2,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
5,0.720000,0.770000,0.820000,20_FV,veggie,3,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
6,0.826500,0.894000,0.961500,06_Eh,veggie,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
7,0.914500,0.962000,1.009500,14_ChJjSh,veggie,3,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
8,1.001500,1.069000,1.136500,03_Ee,veggie,3,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
9,1.111500,1.179000,1.246500,12_Ww-Oo-,one,4,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
10,1.211500,1.279000,1.346500,07_Aa,one,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,1.372500,1.425000,1.477500,22_MBP,myself,5,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
12,1.499000,1.554000,1.609000,05_Ay,myself,5,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
13,1.776500,1.844000,1.911500,06_Eh,myself,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
14,2.665000,2.715000,2.765000,20_FV,myself,5,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
15,2.849000,2.904000,2.959000,05_Ay,light,6,1,1,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
16,3.021500,3.089000,3.156500,07_Aa,and,7,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,3.260000,3.310000,3.360000,20_FV,fresh,8,1,1,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
18,3.486500,3.554000,3.621500,06_Eh,fresh,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
19,3.664500,3.712000,3.759500,14_ChJjSh,fresh,8,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
