word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,after,1,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,the,2,screen,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,screen,3,turns,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,turns,4,blue,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,blue,5,enter,",",",",region_break,1,comma_with_lull,0.220000,0.220000,0.220000,0.220000,0,1
5,enter,6,your,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,your,7,name,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,name,8,and,,,none,0,none,0.050000,0.050000,0.000000,0.050000,1,1
8,and,9,select,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,select,10,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,the,11,green,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,green,12,arrow,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
