index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,gabon,0,0,0,0.050000,1.000000,B,2,cmu_bilabial
1,07_Aa,gabon,0,0,0,0.070000,0.920000,AA,3,cmu_open_vowel
2,07_Aa,has,1,0,0,0.133333,0.920000,AE,1,cmu_open_vowel
3,05_Ay,rainforests,2,0,0,0.196667,0.940000,AY,1,cmu_ay
4,20_FV,rainforests,2,0,0,0.236667,0.960000,F,3,cmu_fv
5,09_Oh,rainforests,2,0,0,0.256667,0.920000,AO,4,cmu_oh_vowel
6,20_FV,full,3,0,0,0.377778,0.960000,F,0,cmu_fv
7,11_Oo,full,3,0,0,0.400000,0.920000,UH,1,cmu_oo_vowel
8,07_Aa,of,4,0,0,0.450000,0.920000,AH,0,cmu_open_vowel
9,20_FV,of,4,0,0,0.483333,0.960000,V,1,cmu_fv
10,07_Aa,exotic,5,0,0,0.583333,0.920000,AA,3,cmu_open_vowel
11,22_MBP,plants,6,0,0,0.675000,1.000000,P,0,cmu_bilabial
12,07_Aa,plants,6,0,0,0.708333,0.920000,AE,2,cmu_open_vowel
13,07_Aa,and,7,0,0,0.777778,0.500000,AH,0,cmu_open_vowel
14,07_Aa,animals,8,0,0,0.845238,0.920000,AE,0,cmu_open_vowel
15,22_MBP,animals,8,0,0,0.916667,1.000000,M,3,cmu_bilabial
