index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.479000,0.534000,0.589000,05_Ay,iceland's,0,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,1.097500,1.150000,1.202500,22_MBP,smoked,1,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
2,1.216500,1.284000,1.351500,09_Oh,smoked,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
3,1.506500,1.574000,1.641500,07_Aa,salmon,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,1.587500,1.640000,1.692500,22_MBP,salmon,2,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
5,1.914000,1.969000,2.024000,05_Ay,is,3,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
6,2.101500,2.169000,2.236500,07_Aa,a,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,2.286500,2.354000,2.421500,03_Ee,treat,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
8,3.003800,3.071300,3.138800,12_Ww-Oo-,want,6,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
9,3.053800,3.121300,3.188800,07_Aa,want,6,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,3.181500,3.249000,3.316500,07_Aa,a,7,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,3.351500,3.419000,3.486500,07_Aa,sandwich,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
12,3.486500,3.554000,3.621500,12_Ww-Oo-,sandwich,8,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
13,3.664500,3.712000,3.759500,14_ChJjSh,sandwich,8,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
14,3.721500,3.789000,3.856500,12_Ww-Oo-,with,9,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
15,3.831500,3.899000,3.966500,03_Ee,with,9,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
16,4.091500,4.159000,4.226500,07_Aa,that,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
