EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,12_Ww-Oo-,WUH,we've,0,0,0,0.0226074,0.0309517,1,SimpleBudgetV1
1,06_Eh,EEE,we've,0,0,0.0241145,0.0633007,0.11968,0.74,SimpleBudgetV1
2,20_FV,FVS,we've,0,0,0.0437076,0.0617935,0.144441,1,SimpleBudgetV1
3,07_Aa,AAA,got,1,0,0.0927204,0.118764,0.289543,0.86,SimpleBudgetV1
4,14_ChJjSh,FVS,chips,2,0,0.129616,0.147702,0.379674,0.702567,SimpleBudgetV1
5,04_Ih,EEE,chips,2,0,0.15373,0.192916,0.474593,0.22,SimpleBudgetV1
6,22_MBP,MBP,chips,2,0,0.173323,0.191409,0.499354,1,SimpleBudgetV1
7,07_Aa,AAA,and,3,0,0.227219,0.245667,0.647427,0.86,SimpleBudgetV1
8,07_Aa,AAA,a,4,0,0.281477,0.299925,0.795996,0.86,SimpleBudgetV1
9,20_FV,FVS,few,5,0,0.313489,0.331575,0.883155,1,SimpleBudgetV1
10,16_Ww-Ew-,WUH,few,5,0,0.337604,0.37679,0.978074,1,SimpleBudgetV1
11,04_Ih,EEE,kinds,6,0,0.412962,0.452148,1.18442,0.623389,SimpleBudgetV1
12,09_Oh,OOO,of,7,0,0.486451,0.504898,1.35725,0.82,SimpleBudgetV1
13,20_FV,FVS,of,7,0,0.498387,0.511409,1.38251,1,SimpleBudgetV1
14,07_Aa,AAA,candy,8,0,0.534378,0.562231,1.50136,0.86,SimpleBudgetV1
15,03_Ee,EEE,candy,8,0,0.550294,0.60202,1.57763,0.86,SimpleBudgetV1
16,03_Ee,EEE,candy,8,0,0.592072,0.623904,1.66479,0.86,SimpleBudgetV1
17,12_Ww-Oo-,WUH,want,9,1,0.657875,0.681989,1.8344,1,SimpleBudgetV1
18,07_Aa,AAA,want,9,1,0.683497,0.722683,1.9252,0.86,SimpleBudgetV1
19,11_Oo,OOO,to,10,1,0.758071,0.778689,2.10397,0.94,SimpleBudgetV1
20,03_Ee,EEE,try,11,1,0.813112,0.852298,2.28011,0.86,SimpleBudgetV1
21,22_MBP,MBP,something,12,1,0.885757,0.918312,2.46995,1,SimpleBudgetV1
22,24_Tongue_Th,FVS,something,12,1,0.915901,0.948455,2.55248,0.42,SimpleBudgetV1
23,06_Eh,EEE,something,12,1,0.907762,0.978297,2.5822,0.74,SimpleBudgetV1
24,04_Ih,EEE,something,12,1,0.940618,0.984024,2.63502,0.72,SimpleBudgetV1
