ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,12_Ww-Oo-,why,0,0,0.0318411,0.481611,0.44,0.523221,1,0.0816106,0.09,1.30682
1,1,05_Ay,why,0,0,0.123256,0.601073,0.539328,0.662818,0.84,0.0810732,0.09,1.30682
2,2,09_Oh,don't,1,0,0.324573,0.864159,0.794361,0.933957,0.82,0.064159,0.09,1.30682
3,3,06_Eh,some,2,0,0.529999,1.13261,1.06282,1.20241,0.74,0.0526141,0.09,1.30682
4,4,22_MBP,some,2,0,0.539244,1.14469,1.11248,1.17691,1,0.0646948,0.09,1.30682
5,5,09_Oh,couples,3,0,0.693753,1.34661,1.297,1.39622,0.82,0.0666114,0.09,1.30682
6,6,22_MBP,couples,3,0,0.75186,1.42255,1.38002,1.46507,1,0.062546,0.09,1.30682
7,7,09_Oh,couples,3,0,0.773553,1.45089,1.36339,1.53839,0.82,0.0508949,0.09,1.30682
8,8,06_Eh,couples,3,0,0.829335,1.52379,1.46709,1.58049,0.74,0.0837919,0.09,1.30682
9,9,09_Oh,go,4,0,1.00659,1.75543,1.68563,1.82523,0.82,0.0754308,0.09,1.30682
10,10,11_Oo,to,5,0,1.18457,1.98802,1.9513,2.02474,0.94,0.0680205,0.09,1.30682
11,11,24_Tongue_Th,the,6,0,1.26296,2.09046,2.06296,2.11796,0.42,0.050463,0.09,1.30682
12,12,06_Eh,the,6,0,1.33248,2.18131,2.14652,2.2161,0.74,0.0613084,0.09,1.30682
13,13,06_Eh,gym,7,0,1.50783,2.41046,2.34066,2.48026,0.74,0.0504618,0.09,1.30682
14,14,22_MBP,gym,7,0,1.55987,2.47847,2.44625,2.51068,1,0.0784707,0.09,1.30682
15,15,22_MBP,because,8,1,1.84421,2.85005,2.80753,2.89257,1,0.05005,0.09,1.30682
16,16,07_Aa,because,8,1,1.97437,2.99005,2.90255,3.07755,0.86,0.0700502,0.09,1.30682
17,17,06_Eh,some,9,1,2.2074,3.32468,3.25488,3.39448,0.74,0.0846789,0.09,1.30682
18,18,22_MBP,some,9,1,2.21665,3.33676,3.30454,3.36897,1,0.0567594,0.09,1.30682
19,19,06_Eh,relationships,10,1,2.34393,3.5031,3.42342,3.58277,0.74,0.0630982,0.09,1.30682
20,20,07_Aa,relationships,10,1,2.54627,3.6431,3.5556,3.7306,0.86,-0.663779,0.15,1.30682
21,21,14_ChJjSh,relationships,10,1,2.58178,3.7545,3.68621,3.8228,0.682,-0.552373,0.15,1.30682
22,22,22_MBP,relationships,10,1,2.67893,3.8945,3.82621,3.9628,1,-0.412373,0.15,1.30682
23,23,09_Oh,don't,11,1,2.84833,4.16226,4.09246,4.23206,0.82,-0.144618,0.15,1.30682
24,24,12_Ww-Oo-,work,12,1,2.96337,4.31259,4.26964,4.35554,1,0.0057168,0.15,1.30682
25,25,09_Oh,work,12,1,3.05376,4.43071,4.36091,4.50051,0.82,0.123837,0.15,1.30682
26,26,09_Oh,out,13,1,3.25918,4.69917,4.62937,4.76897,0.82,0.392292,0.15,1.30682
