word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i,1,found,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,found,2,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,a,3,few,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,few,4,properties,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,properties,5,that,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,that,6,might,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,might,7,match,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,match,8,your,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,your,9,needs,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,needs,10,want,.,.,region_break,1,hard_punctuation_with_lull,0.490000,0.490000,0.490000,0.490000,0,1
10,want,11,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,to,12,hear,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,hear,13,about,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,about,14,them,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
