word_index,word,start,end,speech_region_index,sentence_index
0,we,1.260000,1.390000,0,-1
1,have,1.390000,1.610000,0,-1
2,plenty,1.610000,1.980000,0,-1
3,of,1.980000,2.080000,0,-1
4,time,2.080000,2.530000,0,-1
5,take,3.090000,3.310000,1,-1
6,a,3.310000,3.370000,1,-1
7,breath,3.370000,3.850000,1,-1
8,read,4.310000,4.560000,2,-1
9,the,4.560000,4.640000,2,-1
10,question,4.640000,5.240000,2,-1
11,and,5.590000,5.730000,3,-1
12,choose,5.730000,6.040000,3,-1
13,your,6.040000,6.150000,3,-1
14,answer,6.150000,6.650000,3,-1
