index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,12_Ww-Oo-,what,0,0,0,0.022157,0.880000,W,0,cmu_w
1,07_Aa,what,0,0,0,0.058824,0.920000,AH,1,cmu_open_vowel
2,05_Ay,kind,1,0,0,0.161765,0.940000,AY,1,cmu_ay
3,07_Aa,of,2,0,0,0.264706,0.920000,AH,0,cmu_open_vowel
4,20_FV,of,2,0,0,0.323529,0.960000,V,1,cmu_fv
5,07_Aa,sandwich,3,0,0,0.403361,0.920000,AE,1,cmu_open_vowel
6,12_Ww-Oo-,sandwich,3,0,0,0.504202,0.880000,W,4,cmu_w
7,14_ChJjSh,sandwich,3,0,0,0.571429,0.820000,CH,6,cmu_affricate_sibilant
8,11_Oo,do,4,0,0,0.676471,0.920000,UW,1,cmu_oo_vowel
9,11_Oo,you,5,0,0,0.794118,0.920000,UW,1,cmu_oo_vowel
10,20_FV,fancy,6,0,0,0.841177,0.960000,F,0,cmu_fv
11,07_Aa,fancy,6,0,0,0.876471,0.920000,AE,1,cmu_open_vowel
12,03_Ee,fancy,6,0,0,0.981765,0.500000,IY,4,cmu_front_vowel
