EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,10_Or,OOO,sorat's,0,0,0.0182226,0.0501122,0.0772525,0.68,SimpleBudgetV1
1,07_Aa,AAA,sorat's,0,0,0.0364452,0.0956687,0.149355,0.86,SimpleBudgetV1
2,09_Oh,OOO,known,1,0,0.141501,0.186368,0.370656,0.82,SimpleBudgetV1
3,20_FV,FVS,for,2,0,0.200173,0.215082,0.469446,1,SimpleBudgetV1
4,10_Or,OOO,for,2,0,0.225643,0.246764,0.534057,0.281303,SimpleBudgetV1
5,04_Ih,EEE,its,3,0,0.289905,0.334771,0.706197,0.564053,SimpleBudgetV1
6,06_Eh,EEE,temples,4,0,0.357037,0.388926,0.843312,0.74,SimpleBudgetV1
7,22_MBP,MBP,temples,4,0,0.375585,0.402919,0.880099,1,SimpleBudgetV1
8,06_Eh,EEE,temples,4,0,0.385022,0.444245,0.937486,0.74,SimpleBudgetV1
9,07_Aa,AAA,and,5,0,0.487938,0.50906,1.12711,0.86,SimpleBudgetV1
10,22_MBP,MBP,spices,6,0,0.539396,0.56673,1.25048,1,SimpleBudgetV1
11,04_Ih,EEE,spices,6,0,0.5561,0.58799,1.29339,0.68,SimpleBudgetV1
12,06_Eh,EEE,spices,6,0,0.561035,0.620259,1.33545,0.74,SimpleBudgetV1
13,06_Eh,EEE,enjoy,7,1,0.681381,0.71327,1.57665,0.74,SimpleBudgetV1
14,03_Ee,EEE,enjoy,7,1,0.722381,0.781605,1.70026,0.86,SimpleBudgetV1
15,10_Or,OOO,your,8,1,0.824849,0.878343,1.92546,0.505789,SimpleBudgetV1
16,14_ChJjSh,FVS,journey,9,1,0.886109,0.913443,2.03439,0.665399,SimpleBudgetV1
17,09_Oh,OOO,journey,9,1,0.902704,0.934594,2.07707,0.82,SimpleBudgetV1
18,09_Oh,OOO,journey,9,1,0.922554,0.981777,2.15285,0.82,SimpleBudgetV1
19,03_Ee,EEE,journey,9,1,0.965507,1,2.22201,0.86,SimpleBudgetV1
