ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,10_Or,sorat's,0,0,0.0772525,0.576051,0.54,0.612102,0.68,0.0960512,0.12,1
1,1,07_Aa,sorat's,0,0,0.149355,0.648154,0.581201,0.715106,0.86,0.0881536,0.12,1
2,2,09_Oh,known,1,0,0.370656,0.869455,0.818733,0.920176,0.82,0.109455,0.12,1
3,3,20_FV,for,2,0,0.469446,0.968244,0.940744,0.995744,1,0.0882442,0.12,1
4,4,10_Or,for,2,0,0.534057,1.03286,1.00536,1.06036,0.281303,0.112855,0.12,1
5,5,04_Ih,its,3,0,0.706197,1.205,1.15427,1.25572,0.564053,0.0849959,0.12,1
6,6,06_Eh,temples,4,0,0.843312,1.34211,1.30606,1.37816,0.74,0.102111,0.12,1
7,7,22_MBP,temples,4,0,0.880099,1.3789,1.348,1.4098,1,0.0988978,0.12,1
8,8,06_Eh,temples,4,0,0.937486,1.50129,1.42572,1.57685,0.74,0.108665,0.12,1.12859
9,9,07_Aa,and,5,0,1.12711,1.8309,1.79992,1.86189,0.86,0.087322,0.12,1.29752
10,10,22_MBP,spices,6,0,1.25048,2.09427,2.05383,2.13472,1,0.0828872,0.12,1.30896
11,11,04_Ih,spices,6,0,1.29339,2.17906,2.13188,2.22625,0.68,0.0990651,0.12,1.30896
12,12,06_Eh,spices,6,0,1.33545,2.23412,2.14662,2.32162,0.74,0.114119,0.12,1.30896
13,13,06_Eh,enjoy,7,1,1.87665,2.37294,2.33689,2.409,0.74,0.0929458,0.12,1
14,14,03_Ee,enjoy,7,1,2.00026,2.51294,2.44496,2.58093,0.86,0.112946,0.12,1.01542
15,15,10_Or,your,8,1,2.22546,2.87815,2.81383,2.94246,0.505789,0.0924406,0.12,1.06346
16,16,14_ChJjSh,journey,9,1,2.33439,3.12708,3.09333,3.16083,0.665399,0.0971358,0.12,1.09228
17,17,09_Oh,journey,9,1,2.37707,3.23475,3.19533,3.27418,0.82,0.118746,0.12,1.09349
18,18,09_Oh,journey,9,1,2.45285,3.37475,3.29528,3.45422,0.82,-0.69212,0.15,1.18697
19,19,03_Ee,journey,9,1,2.52201,3.51475,3.46847,3.56104,0.86,-0.55212,0.15,1.18697
