start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.000000,0.090000,HH,how,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.090000,0.240000,AW1,how,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.240000,0.290000,AH0,about,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.290000,0.360000,B,about,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.360000,0.480000,AW1,about,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.480000,0.550000,T,about,1.0,1,0,3,0,-1,mfa_textgrid_phone
0.550000,0.580000,DH,the,1.0,2,0,0,0,-1,mfa_textgrid_phone
0.580000,0.650000,AH1,the,1.0,2,0,1,0,-1,mfa_textgrid_phone
0.650000,0.770000,R,roast,1.0,3,0,0,0,-1,mfa_textgrid_phone
0.770000,0.870000,OW1,roast,1.0,3,0,1,0,-1,mfa_textgrid_phone
0.870000,0.950000,S,roast,1.0,3,0,2,0,-1,mfa_textgrid_phone
0.950000,1.070000,T,roast,1.0,3,0,3,0,-1,mfa_textgrid_phone
1.070000,1.110000,B,beef,1.0,4,0,0,0,-1,mfa_textgrid_phone
1.110000,1.280000,IY1,beef,1.0,4,0,1,0,-1,mfa_textgrid_phone
1.280000,1.510000,F,beef,1.0,4,0,2,0,-1,mfa_textgrid_phone
1.860000,2.070000,S,served,1.0,5,1,0,1,-1,mfa_textgrid_phone
2.070000,2.270000,ER1,served,1.0,5,1,1,1,-1,mfa_textgrid_phone
2.270000,2.320000,V,served,1.0,5,1,2,1,-1,mfa_textgrid_phone
2.320000,2.370000,D,served,1.0,5,1,3,1,-1,mfa_textgrid_phone
2.370000,2.430000,W,with,1.0,6,1,0,1,-1,mfa_textgrid_phone
2.430000,2.470000,IH0,with,1.0,6,1,1,1,-1,mfa_textgrid_phone
2.470000,2.530000,TH,with,1.0,6,1,2,1,-1,mfa_textgrid_phone
2.580000,2.780000,OW1,au,1.0,7,1,0,1,-1,mfa_textgrid_phone
2.780000,2.910000,JH,jus,1.0,8,1,0,1,-1,mfa_textgrid_phone
2.910000,3.170000,UW1,jus,1.0,8,1,1,1,-1,mfa_textgrid_phone
3.230000,3.330000,AE1,and,1.0,9,1,0,1,-1,mfa_textgrid_phone
3.330000,3.380000,N,and,1.0,9,1,1,1,-1,mfa_textgrid_phone
3.380000,3.440000,D,and,1.0,9,1,2,1,-1,mfa_textgrid_phone
3.440000,3.530000,P,provolone,1.0,10,1,0,1,-1,mfa_textgrid_phone
3.530000,3.580000,R,provolone,1.0,10,1,1,1,-1,mfa_textgrid_phone
3.580000,3.630000,OW1,provolone,1.0,10,1,2,1,-1,mfa_textgrid_phone
3.630000,3.720000,V,provolone,1.0,10,1,3,1,-1,mfa_textgrid_phone
3.720000,3.840000,AH0,provolone,1.0,10,1,4,1,-1,mfa_textgrid_phone
3.840000,3.940000,L,provolone,1.0,10,1,5,1,-1,mfa_textgrid_phone
3.940000,4.090000,OW0,provolone,1.0,10,1,6,1,-1,mfa_textgrid_phone
4.090000,4.210000,N,provolone,1.0,10,1,7,1,-1,mfa_textgrid_phone
4.460000,4.610000,N,new,1.0,11,2,0,2,-1,mfa_textgrid_phone
4.610000,4.790000,UW1,new,1.0,11,2,1,2,-1,mfa_textgrid_phone
4.790000,4.840000,DH,this,1.0,12,2,0,2,-1,mfa_textgrid_phone
4.840000,4.920000,IH1,this,1.0,12,2,1,2,-1,mfa_textgrid_phone
4.920000,5.040000,S,this,1.0,12,2,2,2,-1,mfa_textgrid_phone
5.040000,5.130000,W,week,1.0,13,2,0,2,-1,mfa_textgrid_phone
5.130000,5.240000,IY1,week,1.0,13,2,1,2,-1,mfa_textgrid_phone
5.240000,5.440000,K,week,1.0,13,2,2,2,-1,mfa_textgrid_phone
