word_index,word,start,end,speech_region_index,sentence_index
0,the,0.460000,0.530000,0,-1
1,first,0.530000,0.860000,0,-1
2,attempt,0.860000,1.180000,0,-1
3,failed,1.180000,1.710000,0,-1
4,we,2.240000,2.350000,1,-1
5,replaced,2.350000,2.810000,1,-1
6,the,2.810000,2.870000,1,-1
7,loose,2.870000,3.150000,1,-1
8,cable,3.150000,3.620000,1,-1
9,restarted,3.810000,4.270000,2,-1
10,the,4.270000,4.330000,2,-1
11,machine,4.330000,4.950000,2,-1
12,and,5.260000,5.380000,3,-1
13,tried,5.380000,5.630000,3,-1
14,again,5.630000,5.980000,3,-1
