index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,did,0,0,0,0.028571,0.920000,IH,1,cmu_front_vowel
1,11_Oo,you,1,0,0,0.100000,0.920000,UW,1,cmu_oo_vowel
2,09_Oh,know,2,0,0,0.157143,0.920000,OW,1,cmu_oh_vowel
3,20_FV,fiji,3,0,0,0.182143,0.960000,F,0,cmu_fv
4,03_Ee,fiji,3,0,0,0.203571,0.920000,IY,1,cmu_front_vowel
5,14_ChJjSh,fiji,3,0,0,0.225000,0.820000,JH,2,cmu_affricate_sibilant
6,03_Ee,fiji,3,0,0,0.246429,0.500000,IY,3,cmu_front_vowel
7,07_Aa,has,4,0,0,0.285714,0.920000,AE,1,cmu_open_vowel
8,07_Aa,the,5,0,0,0.357143,0.500000,AH,1,cmu_open_vowel
9,07_Aa,largest,6,0,0,0.395918,0.920000,AA,1,cmu_open_vowel
10,14_ChJjSh,largest,6,0,0,0.428571,0.820000,JH,3,cmu_affricate_sibilant
11,06_Eh,frigatebird,7,0,0,0.557143,0.280000,,-1,cmu_miss_conservative_single_vowel
12,03_Ee,in,8,0,0,0.642857,0.500000,IH,0,cmu_front_vowel
13,07_Aa,the,9,0,0,0.728571,0.500000,AH,1,cmu_open_vowel
14,12_Ww-Oo-,world,10,0,0,0.750000,0.880000,W,0,cmu_w
15,06_Eh,world,10,0,0,0.764286,0.920000,ER,1,cmu_eh_vowel
16,12_Ww-Oo-,quite,11,1,1,0.821429,0.880000,W,1,cmu_w
17,05_Ay,quite,11,1,1,0.835714,0.940000,AY,2,cmu_ay
18,07_Aa,the,12,1,1,0.900000,0.500000,AH,1,cmu_open_vowel
19,20_FV,flyer,13,1,1,0.925000,0.960000,F,0,cmu_fv
20,05_Ay,flyer,13,1,1,0.967857,0.940000,AY,2,cmu_ay
