ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,09_Oh,no,0,0,0.0894658,0.493345,0.46,0.52669,0.82,0.0533452,0.09,1.27161
1,1,20_FV,freebies,1,0,0.1923,0.643468,0.589378,0.697558,1,0.083468,0.09,1.4216
2,2,22_MBP,freebies,1,0,0.332605,0.783468,0.728836,0.8381,1,0.0634679,0.09,1.43584
3,3,03_Ee,freebies,1,0,0.338153,0.856438,0.768938,0.943938,0.86,0.0564378,0.09,1.44206
4,4,22_MBP,matthew,2,1,0.917434,1.18621,1.15228,1.22015,1,0.0662113,0.09,1
5,5,24_Tongue_Th,matthew,2,1,1.04469,1.31347,1.27953,1.3474,0.42,0.073469,0.09,1
6,6,12_Ww-Oo-,matthew,2,1,1.10973,1.37851,1.32761,1.42941,1,0.0585116,0.09,1
7,7,22_MBP,but,3,2,1.60521,1.82706,1.79956,1.85456,1,0.0670609,0.09,1.12316
8,8,18_Uh,but,3,2,1.67925,1.92203,1.89258,1.95148,0.22,0.082028,0.09,1.12316
9,9,07_Aa,how,4,2,1.86829,2.16978,2.14228,2.19728,0.86,0.089777,0.09,1.12316
10,10,11_Oo,how,4,2,1.90257,2.2127,2.15977,2.26564,0.94,0.0527043,0.09,1.12316
11,11,07_Aa,about,5,2,1.99786,2.34482,2.31624,2.37341,0.86,0.0648251,0.09,1.12316
12,12,22_MBP,about,5,2,2.05442,2.42016,2.38204,2.45827,1,0.0601573,0.09,1.12316
13,13,11_Oo,about,5,2,2.16188,2.55856,2.49186,2.62526,0.94,0.0785651,0.09,1.12316
14,14,07_Aa,a,6,2,2.33053,2.78341,2.75395,2.81286,0.86,0.0634069,0.09,1.12316
15,15,09_Oh,discount,7,2,2.45239,2.93798,2.89169,2.98428,0.82,0.0579851,0.09,1.12316
16,16,14_ChJjSh,discount,7,2,2.56653,3.07798,3.03881,3.11716,0.661,0.0779853,0.09,1.12316
17,17,09_Oh,discount,7,2,2.57922,3.10995,3.02245,3.19745,0.82,0.069953,0.09,1.12316
18,18,09_Oh,discount,7,2,2.65532,3.20723,3.15381,3.26065,0.82,0.0872302,0.09,1.12316
19,19,09_Oh,on,8,2,2.80185,3.39831,3.36886,3.42777,0.82,-0.748561,0.15,1.12316
20,20,10_Or,your,9,2,2.99518,3.61545,3.54086,3.69005,0.75,-0.531422,0.15,1.12316
21,21,06_Eh,next,10,2,3.20514,3.85126,3.7887,3.91383,0.74,-0.295612,0.15,1.12316
22,22,20_FV,visit,11,2,3.32905,3.99044,3.95233,4.02855,1,-0.156435,0.15,1.12316
23,23,04_Ih,visit,11,2,3.37995,4.04761,4.00315,4.09208,0.68,-0.0992627,0.15,1.12316
24,24,04_Ih,visit,11,2,3.45914,4.13655,4.05396,4.21913,0.288501,-0.0103288,0.15,1.12316
