word_index,word,start,end,speech_region_index,sentence_index
0,our,0.530000,0.730000,0,-1
1,first,0.730000,1.120000,0,-1
2,design,1.120000,1.570000,0,-1
3,was,1.570000,1.720000,0,-1
4,elegant,1.780000,2.330000,0,-1
5,but,2.330000,2.450000,0,-1
6,fragile,2.450000,3.080000,0,-1
7,the,3.610000,3.700000,1,-1
8,second,3.700000,4.120000,1,-1
9,was,4.120000,4.260000,1,-1
10,strong,4.260000,4.730000,1,-1
11,but,4.730000,4.850000,1,-1
12,expensive,4.850000,5.630000,1,-1
13,after,6.180000,6.430000,2,-1
14,several,6.430000,6.830000,2,-1
15,careful,6.830000,7.220000,2,-1
16,tests,7.220000,7.780000,2,-1
17,the,8.030000,8.130000,3,-1
18,team,8.130000,8.460000,3,-1
19,produced,8.460000,8.880000,3,-1
20,a,8.910000,8.950000,3,-1
21,simpler,8.950000,9.410000,3,-1
22,version,9.410000,9.850000,3,-1
23,that,9.850000,9.980000,3,-1
24,was,9.980000,10.110000,3,-1
25,both,10.110000,10.390000,3,-1
26,reliable,10.390000,10.990000,3,-1
27,and,11.030000,11.210000,3,-1
28,affordable,11.210000,11.850000,3,-1
