word_index,word,start,end,speech_region_index,sentence_index
0,some,0.380000,0.610000,0,-1
1,people,0.610000,0.860000,0,-1
2,prefer,0.860000,1.220000,0,-1
3,an,1.220000,1.310000,0,-1
4,early,1.310000,1.630000,0,-1
5,start,1.630000,2.030000,0,-1
6,others,2.320000,2.640000,1,-1
7,do,2.640000,2.800000,1,-1
8,their,2.800000,2.940000,1,-1
9,best,2.940000,3.270000,1,-1
10,work,3.270000,3.520000,1,-1
11,late,3.520000,3.730000,1,-1
12,at,3.730000,3.840000,1,-1
13,night,3.840000,4.136875,1,-1
