word_index,word,start,end,speech_region_index,sentence_index
0,before,0.440000,0.730000,0,-1
1,you,0.730000,0.840000,0,-1
2,make,0.840000,1.020000,0,-1
3,a,1.020000,1.060000,0,-1
4,decision,1.060000,1.670000,0,-1
5,compare,1.960000,2.300000,1,-1
6,the,2.300000,2.390000,1,-1
7,two,2.390000,2.630000,1,-1
8,estimates,2.630000,3.230000,1,-1
9,ask,3.590000,3.900000,2,-1
10,what,3.900000,4.030000,2,-1
11,each,4.030000,4.240000,2,-1
12,price,4.240000,4.540000,2,-1
13,includes,4.540000,5.140000,2,-1
14,confirm,5.440000,5.890000,3,-1
15,the,5.890000,5.970000,3,-1
16,delivery,5.970000,6.400000,3,-1
17,date,6.400000,6.720000,3,-1
18,and,7.010000,7.180000,4,-1
19,write,7.180000,7.400000,4,-1
20,down,7.400000,7.690000,4,-1
21,any,7.690000,7.910000,4,-1
22,promise,7.910000,8.360000,4,-1
23,that,8.360000,8.460000,4,-1
24,could,8.460000,8.620000,4,-1
25,affect,8.620000,8.930000,4,-1
26,the,8.930000,9.000000,4,-1
27,final,9.000000,9.330000,4,-1
28,cost,9.330000,9.860000,4,-1
