word_index,word,start,end,speech_region_index,sentence_index
0,while,0.490000,0.670000,0,-1
1,anna,0.710000,0.910000,0,-1
2,measured,0.910000,1.260000,0,-1
3,the,1.260000,1.340000,0,-1
4,wall,1.340000,1.730000,0,-1
5,ben,1.760000,2.110000,0,-1
6,moved,2.110000,2.360000,0,-1
7,the,2.360000,2.430000,0,-1
8,chairs,2.430000,2.910000,0,-1
9,and,2.910000,3.080000,0,-1
10,i,3.080000,3.130000,0,-1
11,swept,3.130000,3.430000,0,-1
12,the,3.430000,3.500000,0,-1
13,floor,3.500000,3.896875,0,-1
