start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.300000,0.350000,G,great,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.350000,0.410000,R,great,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.410000,0.480000,EY1,great,1.0,0,0,2,0,-1,mfa_textgrid_phone
0.480000,0.520000,T,great,1.0,0,0,3,0,-1,mfa_textgrid_phone
0.520000,0.610000,CH,choice,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.610000,0.740000,OY1,choice,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.740000,0.950000,S,choice,1.0,1,0,2,0,-1,mfa_textgrid_phone
1.850000,1.920000,K,coming,1.0,2,1,0,1,-1,mfa_textgrid_phone
1.920000,1.990000,AH1,coming,1.0,2,1,1,1,-1,mfa_textgrid_phone
1.990000,2.040000,M,coming,1.0,2,1,2,1,-1,mfa_textgrid_phone
2.040000,2.090000,IH0,coming,1.0,2,1,3,1,-1,mfa_textgrid_phone
2.090000,2.150000,NG,coming,1.0,2,1,4,1,-1,mfa_textgrid_phone
2.150000,2.220000,R,right,1.0,3,1,0,1,-1,mfa_textgrid_phone
2.220000,2.320000,AY1,right,1.0,3,1,1,1,-1,mfa_textgrid_phone
2.320000,2.360000,T,right,1.0,3,1,2,1,-1,mfa_textgrid_phone
2.360000,2.510000,AH1,up,1.0,4,1,0,1,-1,mfa_textgrid_phone
2.510000,2.700000,P,up,1.0,4,1,1,1,-1,mfa_textgrid_phone
