start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.300000,0.350000,G,G,great,1.0,0,0,0,-1,G,0,mfa_textgrid_phone
0.350000,0.410000,R,R,great,1.0,0,0,0,-1,R,1,mfa_textgrid_phone
0.410000,0.480000,EY1,EY1,great,1.0,0,0,0,-1,EY1,2,mfa_textgrid_phone
0.480000,0.520000,T,T,great,1.0,0,0,0,-1,T,3,mfa_textgrid_phone
0.520000,0.610000,CH,CH,choice,1.0,1,0,0,-1,CH,0,mfa_textgrid_phone
0.610000,0.740000,OY1,OY1,choice,1.0,1,0,0,-1,OY1,1,mfa_textgrid_phone
0.740000,0.950000,S,S,choice,1.0,1,0,0,-1,S,2,mfa_textgrid_phone
1.850000,1.920000,K,K,coming,1.0,2,1,1,-1,K,0,mfa_textgrid_phone
1.920000,1.990000,AH1,AH1,coming,1.0,2,1,1,-1,AH1,1,mfa_textgrid_phone
1.990000,2.040000,M,M,coming,1.0,2,1,1,-1,M,2,mfa_textgrid_phone
2.040000,2.090000,IH0,IH0,coming,1.0,2,1,1,-1,IH0,3,mfa_textgrid_phone
2.090000,2.150000,NG,NG,coming,1.0,2,1,1,-1,NG,4,mfa_textgrid_phone
2.150000,2.220000,R,R,right,1.0,3,1,1,-1,R,0,mfa_textgrid_phone
2.220000,2.320000,AY1,AY1,right,1.0,3,1,1,-1,AY1,1,mfa_textgrid_phone
2.320000,2.360000,T,T,right,1.0,3,1,1,-1,T,2,mfa_textgrid_phone
2.360000,2.510000,AH1,AH1,up,1.0,4,1,1,-1,AH1,0,mfa_textgrid_phone
2.510000,2.700000,P,P,up,1.0,4,1,1,-1,P,1,mfa_textgrid_phone
