word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,you,1,may,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,may,2,borrow,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,borrow,3,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,the,4,camera,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,camera,5,provided,",",",",region_break,1,comma_with_lull,0.320000,0.320000,0.320000,0.320000,0,1
5,provided,6,that,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,that,7,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,you,8,return,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,return,9,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,it,10,before,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,before,11,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,the,12,weekend,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,weekend,13,begins,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
