word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,it,1,takes,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,takes,2,text,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,text,3,animates,",",",",region_break,1,comma_with_lull,0.200000,0.200000,0.200000,0.200000,0,1
3,animates,4,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,it,5,then,",",",",region_break,1,comma_with_lull,0.400000,0.400000,0.400000,0.400000,1,2
5,then,6,matches,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
6,matches,7,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,the,8,animation,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,animation,9,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,to,10,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,the,11,audio,,,none,0,none,0.030000,0.030000,0.000000,0.030000,2,2
