word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,we,1,take,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,take,2,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,the,3,text,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,text,4,turn,",",",",region_break,1,comma_with_lull,0.310000,0.310000,0.310000,0.310000,0,1
4,turn,5,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,it,6,into,,,none,0,none,0.030000,0.030000,0.030000,0.030000,1,1
6,into,7,an,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,an,8,animation,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,animation,9,plan,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,plan,10,then,",",",",region_break,1,comma_with_lull,0.480000,0.480000,0.480000,0.480000,1,2
10,then,11,match,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,match,12,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
12,it,13,with,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
13,with,14,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
14,the,15,audio,,,none,0,none,0.050000,0.050000,0.000000,0.050000,2,2
15,audio,16,using,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
16,using,17,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
17,a,18,neural,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
18,neural,19,matcher,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
