word_index,word,start,end,speech_region_index,sentence_index
0,we,0.630000,0.850000,0,-1
1,take,0.850000,1.120000,0,-1
2,the,1.120000,1.200000,0,-1
3,text,1.200000,1.810000,0,-1
4,turn,2.120000,2.410000,1,-1
5,it,2.410000,2.590000,1,-1
6,into,2.620000,2.900000,1,-1
7,an,2.900000,3.000000,1,-1
8,animation,3.000000,3.610000,1,-1
9,plan,3.610000,4.200000,1,-1
10,then,4.680000,5.050000,2,-1
11,match,5.050000,5.380000,2,-1
12,it,5.380000,5.550000,2,-1
13,with,5.550000,5.730000,2,-1
14,the,5.730000,5.880000,2,-1
15,audio,5.930000,6.400000,2,-1
16,using,6.400000,6.830000,2,-1
17,a,6.830000,6.880000,2,-1
18,neural,6.880000,7.210000,2,-1
19,matcher,7.210000,7.860000,2,-1
