EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,latvia,0,0,0.0142913,0.0506693,0.0564541,0.86,SimpleBudgetV1
1,07_Aa,AAA,latvia,0,0,0.0415748,0.109134,0.130974,0.86,SimpleBudgetV1
2,20_FV,FVS,latvia,0,0,0.0601968,0.0913779,0.131726,1,SimpleBudgetV1
3,07_Aa,AAA,latvia,0,0,0.0874803,0.129055,0.18818,0.86,SimpleBudgetV1
4,07_Aa,AAA,has,1,0,0.158976,0.183071,0.297257,0.86,SimpleBudgetV1
5,24_Tongue_Th,FVS,the,2,0,0.204331,0.218504,0.367465,0.42,SimpleBudgetV1
6,06_Eh,EEE,the,2,0,0.231968,0.25748,0.425356,0.74,SimpleBudgetV1
7,07_Aa,AAA,tallest,3,0,0.281305,0.317683,0.520551,0.86,SimpleBudgetV1
8,07_Aa,AAA,tallest,3,0,0.313228,0.380787,0.603136,0.86,SimpleBudgetV1
9,12_Ww-Oo-,WUH,wooden,4,0,0.398976,0.440551,0.729593,1,SimpleBudgetV1
10,11_Oo,OOO,wooden,4,0,0.426693,0.463071,0.773251,0.94,SimpleBudgetV1
11,11_Oo,OOO,wooden,4,0,0.44315,0.510709,0.828952,0.94,SimpleBudgetV1
12,06_Eh,EEE,wooden,4,0,0.478228,0.519803,0.867341,0.74,SimpleBudgetV1
13,14_ChJjSh,FVS,church,5,0,0.531496,0.555118,0.944324,0.675373,SimpleBudgetV1
14,18_Uh,AAA,church,5,0,0.562992,0.614173,1.02302,0.22,SimpleBudgetV1
15,14_ChJjSh,FVS,church,5,0,0.595144,0.618766,1.05495,0.661,SimpleBudgetV1
16,09_Oh,OOO,tower,6,0,0.650709,0.687087,1.16261,0.82,SimpleBudgetV1
17,09_Oh,OOO,tower,6,0,0.671496,0.739055,1.22584,0.82,SimpleBudgetV1
18,06_Eh,EEE,tower,6,0,0.700079,0.741654,1.25294,0.74,SimpleBudgetV1
19,04_Ih,EEE,in,7,0,0.788898,0.812992,1.39213,0.22,SimpleBudgetV1
20,24_Tongue_Th,FVS,the,8,0,0.834252,0.848425,1.46233,0.42,SimpleBudgetV1
21,06_Eh,EEE,the,8,0,0.86189,0.887402,1.52022,0.74,SimpleBudgetV1
22,12_Ww-Oo-,WUH,world,9,0,0.899606,0.931102,1.59098,1,SimpleBudgetV1
23,09_Oh,OOO,world,9,0,0.933071,0.984252,1.66625,0.82,SimpleBudgetV1
