start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.000000,0.310000,spn,spn,hello,1.0,0,0,0,-1,spn,0,mfa_textgrid_phone
0.310000,0.340000,DH,DH,there,1.0,1,0,0,-1,DH,0,mfa_textgrid_phone
0.340000,0.420000,EH1,EH1,there,1.0,1,0,0,-1,EH1,1,mfa_textgrid_phone
0.420000,0.670000,R,R,there,1.0,1,0,0,-1,R,2,mfa_textgrid_phone
0.920000,0.950000,HH,HH,what,1.0,2,1,1,-1,HH,0,mfa_textgrid_phone
0.950000,1.060000,W,W,what,1.0,2,1,1,-1,W,1,mfa_textgrid_phone
1.060000,1.110000,AH1,AH1,what,1.0,2,1,1,-1,AH1,2,mfa_textgrid_phone
1.110000,1.170000,T,T,what,1.0,2,1,1,-1,T,3,mfa_textgrid_phone
1.170000,1.210000,K,K,can,1.0,3,1,1,-1,K,0,mfa_textgrid_phone
1.210000,1.260000,AH0,AH0,can,1.0,3,1,1,-1,AH0,1,mfa_textgrid_phone
1.260000,1.300000,N,N,can,1.0,3,1,1,-1,N,2,mfa_textgrid_phone
1.300000,1.410000,AY1,AY1,i,1.0,4,1,1,-1,AY1,0,mfa_textgrid_phone
1.410000,1.500000,G,G,get,1.0,5,1,1,-1,G,0,mfa_textgrid_phone
1.500000,1.570000,EH1,EH1,get,1.0,5,1,1,-1,EH1,1,mfa_textgrid_phone
1.570000,1.620000,T,T,get,1.0,5,1,1,-1,T,2,mfa_textgrid_phone
1.620000,1.690000,F,F,for,1.0,6,1,1,-1,F,0,mfa_textgrid_phone
1.690000,1.740000,ER0,ER0,for,1.0,6,1,1,-1,ER0,1,mfa_textgrid_phone
1.740000,1.830000,Y,Y,you,1.0,7,1,1,-1,Y,0,mfa_textgrid_phone
1.830000,1.870000,UW1,UW1,you,1.0,7,1,1,-1,UW1,1,mfa_textgrid_phone
1.870000,1.950000,T,T,today,1.0,8,1,1,-1,T,0,mfa_textgrid_phone
1.950000,2.010000,AH0,AH0,today,1.0,8,1,1,-1,AH0,1,mfa_textgrid_phone
2.010000,2.050000,D,D,today,1.0,8,1,1,-1,D,2,mfa_textgrid_phone
2.050000,2.270000,EY1,EY1,today,1.0,8,1,1,-1,EY1,3,mfa_textgrid_phone
