start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.120000,0.170000,D,doing,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.170000,0.320000,UW1,doing,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.320000,0.390000,IH0,doing,1.0,0,0,2,0,-1,mfa_textgrid_phone
0.390000,0.460000,NG,doing,1.0,0,0,3,0,-1,mfa_textgrid_phone
0.460000,0.540000,AO2,alright,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.540000,0.620000,L,alright,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.620000,0.700000,R,alright,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.700000,0.860000,AY1,alright,1.0,1,0,3,0,-1,mfa_textgrid_phone
0.860000,1.010000,T,alright,1.0,1,0,4,0,-1,mfa_textgrid_phone
1.200000,1.370000,TH,thanks,1.0,2,1,0,1,-1,mfa_textgrid_phone
1.370000,1.460000,AE1,thanks,1.0,2,1,1,1,-1,mfa_textgrid_phone
1.460000,1.520000,NG,thanks,1.0,2,1,2,1,-1,mfa_textgrid_phone
1.520000,1.560000,K,thanks,1.0,2,1,3,1,-1,mfa_textgrid_phone
1.560000,1.620000,S,thanks,1.0,2,1,4,1,-1,mfa_textgrid_phone
1.620000,1.680000,F,for,1.0,3,1,0,1,-1,mfa_textgrid_phone
1.680000,1.710000,R,for,1.0,3,1,1,1,-1,mfa_textgrid_phone
1.710000,1.810000,ER0,for,1.0,3,1,2,1,-1,mfa_textgrid_phone
1.840000,1.990000,AE1,asking,1.0,4,1,0,1,-1,mfa_textgrid_phone
1.990000,2.090000,S,asking,1.0,4,1,1,1,-1,mfa_textgrid_phone
2.090000,2.150000,K,asking,1.0,4,1,2,1,-1,mfa_textgrid_phone
2.150000,2.260000,IH0,asking,1.0,4,1,3,1,-1,mfa_textgrid_phone
2.260000,2.410000,NG,asking,1.0,4,1,4,1,-1,mfa_textgrid_phone
2.600000,2.710000,HH,how,1.0,5,2,0,2,-1,mfa_textgrid_phone
2.710000,2.830000,AW1,how,1.0,5,2,1,2,-1,mfa_textgrid_phone
2.830000,2.870000,AH0,about,1.0,6,2,0,2,-1,mfa_textgrid_phone
2.870000,2.910000,B,about,1.0,6,2,1,2,-1,mfa_textgrid_phone
2.910000,3.040000,AW1,about,1.0,6,2,2,2,-1,mfa_textgrid_phone
3.040000,3.160000,T,about,1.0,6,2,3,2,-1,mfa_textgrid_phone
3.160000,3.280000,Y,you,1.0,7,2,0,2,-1,mfa_textgrid_phone
3.280000,3.540000,UW1,you,1.0,7,2,1,2,-1,mfa_textgrid_phone
