word_index,word,start,end,speech_region_index,sentence_index
0,if,0.600000,0.720000,0,-1
1,the,0.720000,0.800000,0,-1
2,train,0.800000,1.150000,0,-1
3,leaves,1.150000,1.380000,0,-1
4,early,1.380000,1.850000,0,-1
5,call,2.190000,2.430000,1,-1
6,me,2.430000,2.580000,1,-1
7,at,2.580000,2.680000,1,-1
8,once,2.680000,2.970000,1,-1
9,so,2.970000,3.150000,1,-1
10,i,3.150000,3.230000,1,-1
11,can,3.230000,3.370000,1,-1
12,change,3.370000,3.680000,1,-1
13,the,3.680000,3.760000,1,-1
14,reservation,3.760000,4.470000,1,-1
