word_index,word,start,end,speech_region_index,sentence_index
0,on,0.430000,0.590000,0,-1
1,saturday,0.590000,1.040000,0,-1
2,morning,1.040000,1.550000,0,-1
3,elena,1.880000,2.220000,1,-1
4,carried,2.220000,2.540000,1,-1
5,a,2.540000,2.580000,1,-1
6,folding,2.580000,3.010000,1,-1
7,chair,3.010000,3.300000,1,-1
8,to,3.300000,3.400000,1,-1
9,the,3.400000,3.490000,1,-1
10,beach,3.490000,3.950000,1,-1
11,found,4.340000,4.630000,2,-1
12,a,4.630000,4.670000,2,-1
13,quiet,4.670000,5.130000,2,-1
14,place,5.130000,5.490000,2,-1
15,above,5.490000,5.770000,2,-1
16,the,5.770000,5.850000,2,-1
17,tide,5.850000,6.200000,2,-1
18,line,6.200000,6.550000,2,-1
19,and,6.840000,7.000000,3,-1
20,watched,7.000000,7.290000,3,-1
21,fishing,7.290000,7.670000,3,-1
22,boats,7.670000,7.960000,3,-1
23,move,7.960000,8.140000,3,-1
24,slowly,8.140000,8.610000,3,-1
25,across,8.610000,8.970000,3,-1
26,the,8.970000,9.070000,3,-1
27,pale,9.070000,9.370000,3,-1
28,horizon,9.370000,9.980000,3,-1
