EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,11_Oo,OOO,cameroon,0,0,0.00643317,0.0398856,0.0644395,0.94,SimpleBudgetV1
1,22_MBP,MBP,cameroon,0,0,0.0247677,0.0556469,0.111874,1,SimpleBudgetV1
2,10_Or,OOO,cameroon,0,0,0.0488921,0.0849178,0.186158,0.22,SimpleBudgetV1
3,11_Oo,OOO,cameroon,0,0,0.0411723,0.108077,0.207638,0.94,SimpleBudgetV1
4,04_Ih,EEE,is,1,0,0.149764,0.167262,0.441052,0.532086,SimpleBudgetV1
5,09_Oh,OOO,known,2,0,0.203002,0.240172,0.61655,0.82,SimpleBudgetV1
6,20_FV,FVS,for,3,0,0.251608,0.26396,0.717267,1,SimpleBudgetV1
7,10_Or,OOO,for,3,0,0.272709,0.290207,0.783138,0.22,SimpleBudgetV1
8,22_MBP,MBP,mount,4,0,0.301644,0.318799,0.863171,1,SimpleBudgetV1
9,09_Oh,OOO,mount,4,0,0.325947,0.363116,0.958636,0.82,SimpleBudgetV1
10,11_Oo,OOO,cameroon,5,0,0.380986,0.414439,1.10661,0.94,SimpleBudgetV1
11,22_MBP,MBP,cameroon,5,0,0.399321,0.4302,1.15404,1,SimpleBudgetV1
12,10_Or,OOO,cameroon,5,0,0.423445,0.459471,1.22833,0.22,SimpleBudgetV1
13,11_Oo,OOO,cameroon,5,0,0.415725,0.48263,1.24981,0.94,SimpleBudgetV1
14,24_Tongue_Th,FVS,the,6,1,0.545104,0.555397,1.53103,0.42,SimpleBudgetV1
15,06_Eh,EEE,the,6,1,0.565175,0.583703,1.59834,0.74,SimpleBudgetV1
16,04_Ih,EEE,highest,7,1,0.601005,0.627424,1.70901,0.68,SimpleBudgetV1
17,06_Eh,EEE,highest,7,1,0.624189,0.673252,1.80502,0.74,SimpleBudgetV1
18,22_MBP,MBP,peak,8,1,0.686919,0.704074,1.93517,1,SimpleBudgetV1
19,03_Ee,EEE,peak,8,1,0.711222,0.748392,2.03064,0.86,SimpleBudgetV1
20,04_Ih,EEE,in,9,1,0.780929,0.798427,2.19723,0.246707,SimpleBudgetV1
21,12_Ww-Oo-,WUH,west,10,1,0.809864,0.832738,2.28521,1,SimpleBudgetV1
22,06_Eh,EEE,west,10,1,0.834167,0.871337,2.37272,0.74,SimpleBudgetV1
23,07_Aa,AAA,africa,11,1,0.876131,0.908954,2.48344,0.86,SimpleBudgetV1
24,20_FV,FVS,africa,11,1,0.898013,0.926147,2.5378,1,SimpleBudgetV1
25,10_Or,OOO,africa,11,1,0.92732,0.960143,2.62587,0.22,SimpleBudgetV1
26,07_Aa,AAA,africa,11,1,0.920286,0.981244,2.64544,0.86,SimpleBudgetV1
27,07_Aa,AAA,africa,11,1,0.961315,0.996483,2.72372,0.86,SimpleBudgetV1
