ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,06_Eh,i've,0,0,0.114812,0.221467,0.17,0.272935,0.74,0.101467,0.12,1
1,1,20_FV,i've,0,0,0.12372,0.231467,0.203967,0.258967,1,0.111467,0.12,1
2,2,03_Ee,heard,1,0,0.312764,0.419419,0.367952,0.470887,0.86,0.0994194,0.12,1
3,3,04_Ih,it's,2,0,0.510716,0.617371,0.565904,0.668839,0.64,0.0973712,0.12,1
4,4,09_Oh,hot,3,0,0.708668,0.815323,0.763855,0.86679,0.82,0.0953229,0.12,1
5,5,07_Aa,and,4,0,0.874472,0.981127,0.953627,1.00863,0.86,0.101127,0.12,1
6,6,18_Uh,humid,5,0,1.01272,1.11938,1.0828,1.15596,0.68,0.119377,0.12,1
7,7,22_MBP,humid,5,0,1.06498,1.17164,1.14028,1.20299,1,0.0916362,0.12,1
8,8,04_Ih,humid,5,0,1.08588,1.19254,1.1246,1.26048,0.22,0.11254,0.12,1
9,9,24_Tongue_Th,there,6,0,1.2273,1.33396,1.30646,1.36146,0.42,0.0939567,0.12,1
10,10,06_Eh,there,6,0,1.31836,1.47396,1.41392,1.53399,0.74,0.113957,0.12,1.12322
11,11,06_Eh,enjoy,7,1,1.82858,1.84441,1.80783,1.88099,0.74,0.0844095,0.12,1
12,12,03_Ee,enjoy,7,1,1.95401,1.98441,1.91647,2.05235,0.86,0.10441,0.12,1
13,13,10_Or,your,8,1,2.18252,2.35292,2.29113,2.41472,0.657,0.114513,0.12,1.00695
14,14,04_Ih,trip,9,1,2.37651,2.68692,2.63385,2.73998,0.286649,0.0926299,0.12,1.031
15,15,22_MBP,trip,9,1,2.43491,2.75283,2.72533,2.78033,1,0.112836,0.12,1.031
