ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,09_Oh,not,0,0,0.196832,0.218235,0.130735,0.305735,0.82,0.058235,0.09,1
1,1,22_MBP,personally,1,0,0.411311,0.432714,0.346379,0.519049,1,0.072714,0.09,1
2,2,14_ChJjSh,personally,1,0,0.727871,0.572714,0.493574,0.651854,0.703,0.052714,0.09,1
3,3,03_Ee,personally,1,0,0.756649,0.666492,0.578992,0.753992,0.86,0.0664922,0.09,1
4,4,03_Ee,personally,1,0,0.929318,0.806492,0.718992,0.893992,0.86,0.0864921,0.09,1
5,5,22_MBP,but,2,1,1.56991,1.31476,1.28,1.34952,1,0.0747597,0.09,1.18547
6,6,18_Uh,but,2,1,1.68719,1.4538,1.40455,1.50304,0.249244,0.0537977,0.09,1.18547
7,7,06_Eh,i've,3,1,1.98665,1.80879,1.72129,1.89629,0.74,0.0887948,0.09,1.18547
8,8,20_FV,i've,3,1,2.00192,1.8269,1.77862,1.87518,1,0.0668987,0.09,1.18547
9,9,03_Ee,heard,4,1,2.32601,2.2111,2.1236,2.2986,0.86,0.0511034,0.09,1.18547
10,10,04_Ih,it's,5,1,2.66538,2.61341,2.52591,2.70091,0.64,0.0534122,0.09,1.18547
11,11,20_FV,full,6,1,2.84863,2.83066,2.78238,2.87893,1,0.0706589,0.09,1.18547
12,12,18_Uh,full,6,1,3.00474,2.97066,2.88316,3.05816,0.36,-0.376217,0.15,1.18547
13,13,09_Oh,of,7,1,3.289,3.35269,3.30345,3.40194,0.82,0.00581789,0.15,1.18547
14,14,20_FV,of,7,1,3.33053,3.40194,3.36718,3.43669,1,0.0550604,0.15,1.18547
15,15,04_Ih,interesting,8,1,3.47795,3.5767,3.4892,3.6642,0.899959,0.229823,0.15,1.18547
16,16,24_Tongue_Th,interesting,8,1,3.65062,3.7167,3.6292,3.8042,0.42,0.369823,0.15,1.18547
17,17,14_ChJjSh,interesting,8,1,3.82329,3.8567,3.7692,3.9442,0.82,0.509823,0.15,1.18547
18,18,04_Ih,interesting,8,1,3.99596,3.9967,3.9092,4.0842,0.848401,0.649823,0.15,1.18547
19,19,20_FV,food,9,1,4.1518,4.29253,4.24426,4.34081,1,0.95,0.15,1.18547
20,20,11_Oo,food,9,1,4.30791,4.33687,4.24937,4.42438,0.94,0.99,0.15,1.18547
