word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,we've,1,got,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,got,2,turkey,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,turkey,3,ham,",",",",region_break,1,comma_with_lull,0.170000,0.170000,0.170000,0.170000,0,1
3,ham,4,and,",",",",soft_pause,0,none,0.040000,0.040000,0.000000,0.040000,1,1
4,and,5,veggie,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,veggie,6,sandwiches,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,sandwiches,7,which,.,.,region_break,1,hard_punctuation_with_lull,0.610000,0.610000,0.610000,0.610000,1,2
7,which,8,one,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,one,9,sounds,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,sounds,10,good,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
