EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,12_Ww-Oo-,WUH,wuhan's,0,0,0,0.0218664,0.0428451,1,SimpleBudgetV1
1,18_Uh,AAA,wuhan's,0,0,0.0116621,0.0320707,0.0856903,0.68,SimpleBudgetV1
2,07_Aa,AAA,wuhan's,0,0,0.0233241,0.0612258,0.165668,0.86,SimpleBudgetV1
3,07_Aa,AAA,a,1,0,0.0891883,0.102706,0.375999,0.86,SimpleBudgetV1
4,22_MBP,MBP,bustling,2,0,0.11101,0.130624,0.473461,1,SimpleBudgetV1
5,14_ChJjSh,FVS,bustling,2,0,0.147786,0.165765,0.614374,0.661,SimpleBudgetV1
6,04_Ih,EEE,bustling,2,0,0.138796,0.181292,0.627184,0.22,SimpleBudgetV1
7,04_Ih,EEE,bustling,2,0,0.167399,0.191916,0.704045,0.64,SimpleBudgetV1
8,04_Ih,EEE,city,3,0,0.211496,0.231905,0.868804,0.68,SimpleBudgetV1
9,03_Ee,EEE,city,3,0,0.217692,0.255594,0.92736,0.86,SimpleBudgetV1
10,03_Ee,EEE,city,3,0,0.246483,0.269807,1.01162,0.86,SimpleBudgetV1
11,12_Ww-Oo-,WUH,with,4,0,0.266151,0.283821,1.07762,1,SimpleBudgetV1
12,04_Ih,EEE,with,4,0,0.284925,0.313639,1.17283,0.22,SimpleBudgetV1
13,24_Tongue_Th,FVS,with,4,0,0.295141,0.308393,1.18257,0.42,SimpleBudgetV1
14,09_Oh,OOO,lots,5,0,0.340144,0.368857,1.38922,0.82,SimpleBudgetV1
15,09_Oh,OOO,of,6,0,0.393992,0.40751,1.57047,0.82,SimpleBudgetV1
16,20_FV,FVS,of,6,0,0.40251,0.41251,1.59696,1,SimpleBudgetV1
17,03_Ee,EEE,history,7,0,0.421977,0.445522,1.69978,0.86,SimpleBudgetV1
18,14_ChJjSh,FVS,history,7,0,0.456389,0.476311,1.82754,0.661,SimpleBudgetV1
19,03_Ee,EEE,history,7,0,0.446427,0.493517,1.84174,0.86,SimpleBudgetV1
20,03_Ee,EEE,history,7,0,0.478123,0.50529,1.92691,0.86,SimpleBudgetV1
21,07_Aa,AAA,and,8,0,0.524307,0.537824,2.08115,0.86,SimpleBudgetV1
22,09_Oh,OOO,delicious,9,0,0.552733,0.578575,2.2167,0.82,SimpleBudgetV1
23,14_ChJjSh,FVS,delicious,9,0,0.590503,0.612369,2.35692,0.661,SimpleBudgetV1
24,09_Oh,OOO,delicious,9,0,0.579569,0.631253,2.3725,0.82,SimpleBudgetV1
25,09_Oh,OOO,delicious,9,0,0.614357,0.644175,2.46598,0.82,SimpleBudgetV1
26,20_FV,FVS,food,10,0,0.647156,0.660409,2.56205,1,SimpleBudgetV1
27,11_Oo,OOO,food,10,0,0.664826,0.69354,2.66159,0.94,SimpleBudgetV1
28,06_Eh,EEE,enjoy,11,1,0.729829,0.750238,2.90005,0.74,SimpleBudgetV1
29,03_Ee,EEE,enjoy,11,1,0.756068,0.79397,3.03716,0.86,SimpleBudgetV1
30,03_Ee,EEE,learning,12,1,0.809718,0.830966,3.21477,0.86,SimpleBudgetV1
31,10_Or,OOO,learning,12,1,0.836687,0.859569,3.32366,0.22,SimpleBudgetV1
32,03_Ee,EEE,learning,12,1,0.831784,0.874279,3.34287,0.86,SimpleBudgetV1
33,04_Ih,EEE,learning,12,1,0.860387,0.884903,3.41974,0.64,SimpleBudgetV1
34,07_Aa,AAA,about,13,1,0.890999,0.904119,3.51737,0.86,SimpleBudgetV1
35,22_MBP,MBP,about,13,1,0.90339,0.920884,3.5745,1,SimpleBudgetV1
36,11_Oo,OOO,about,13,1,0.924528,0.955141,3.68304,0.94,SimpleBudgetV1
37,04_Ih,EEE,it,14,1,0.976543,0.990061,3.85338,0.478116,SimpleBudgetV1
