word_index,word,start,end,speech_region_index,sentence_index
0,on,0.560000,0.700000,0,-1
1,saturday,0.700000,1.200000,0,-1
2,morning,1.200000,1.670000,0,-1
3,elena,2.000000,2.330000,1,-1
4,carried,2.330000,2.680000,1,-1
5,a,2.680000,2.730000,1,-1
6,folding,2.730000,3.210000,1,-1
7,chair,3.210000,3.510000,1,-1
8,to,3.510000,3.620000,1,-1
9,the,3.620000,3.700000,1,-1
10,beach,3.700000,4.190000,1,-1
11,found,4.560000,4.850000,2,-1
12,a,4.850000,4.880000,2,-1
13,quiet,4.880000,5.250000,2,-1
14,place,5.250000,5.630000,2,-1
15,above,5.630000,5.930000,2,-1
16,the,5.930000,6.010000,2,-1
17,tide,6.010000,6.320000,2,-1
18,line,6.320000,6.670000,2,-1
19,and,7.000000,7.170000,3,-1
20,watched,7.170000,7.530000,3,-1
21,fishing,7.530000,7.870000,3,-1
22,boats,7.870000,8.190000,3,-1
23,move,8.190000,8.460000,3,-1
24,slowly,8.460000,9.020000,3,-1
25,across,9.020000,9.410000,3,-1
26,the,9.410000,9.510000,3,-1
27,pale,9.510000,9.850000,3,-1
28,horizon,9.850000,10.480000,3,-1
