word_index,word,start,end,speech_region_index,sentence_index
0,you,0.030000,0.160000,0,-1
1,may,0.160000,0.330000,0,-1
2,borrow,0.330000,0.720000,0,-1
3,the,0.720000,0.820000,0,-1
4,camera,0.820000,1.360000,0,-1
5,provided,1.620000,2.100000,1,-1
6,that,2.100000,2.210000,1,-1
7,you,2.210000,2.360000,1,-1
8,return,2.360000,2.740000,1,-1
9,it,2.740000,2.930000,1,-1
10,before,2.930000,3.270000,1,-1
11,the,3.270000,3.360000,1,-1
12,weekend,3.360000,3.750000,1,-1
13,begins,3.750000,4.340000,1,-1
