word_index,word,start,end,speech_region_index,sentence_index
0,can,0.480000,0.690000,0,-1
1,we,0.690000,0.800000,0,-1
2,finish,0.800000,1.210000,0,-1
3,before,1.210000,1.550000,0,-1
4,sunset,1.550000,2.220000,0,-1
5,we,3.100000,3.240000,1,-1
6,can,3.240000,3.780000,1,-1
7,if,4.270000,4.440000,2,-1
8,one,4.440000,4.680000,2,-1
9,person,4.680000,5.050000,2,-1
10,prepares,5.050000,5.520000,2,-1
11,the,5.520000,5.620000,2,-1
12,tools,5.620000,6.180000,2,-1
13,another,6.610000,7.020000,3,-1
14,clears,7.020000,7.430000,3,-1
15,the,7.430000,7.540000,3,-1
16,work,7.540000,7.810000,3,-1
17,area,7.810000,8.310000,3,-1
18,and,8.740000,8.890000,4,-1
19,the,8.890000,8.950000,4,-1
20,rest,8.950000,9.230000,4,-1
21,of,9.230000,9.330000,4,-1
22,us,9.330000,9.550000,4,-1
23,move,9.550000,9.820000,4,-1
24,the,9.820000,9.910000,4,-1
25,heavy,9.910000,10.180000,4,-1
26,boards,10.180000,10.570000,4,-1
27,together,10.570000,11.140000,4,-1
