word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,madagascar,1,ah,?,?,region_break,1,hard_punctuation_with_lull,0.740000,0.740000,0.740000,0.740000,0,1
1,ah,2,the,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
2,the,3,island,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
3,island,4,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,of,5,lemurs,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,lemurs,6,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,and,7,vanilla,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,vanilla,8,want,!,!,region_break,1,hard_punctuation_with_lull,0.530000,0.530000,0.530000,0.530000,1,2
8,want,9,some,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,some,10,chips,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
