index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.012000,0.062000,0.112000,20_FV,visit,0,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
1,0.086500,0.154000,0.221500,03_Ee,visit,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
2,0.561500,0.629000,0.696500,07_Aa,the,1,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
3,0.781500,0.849000,0.916500,07_Aa,canals,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,0.991500,1.059000,1.126500,03_Ee,in,3,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
5,1.140000,1.190000,1.240000,20_FV,venice,4,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
6,1.246500,1.314000,1.381500,06_Eh,venice,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
7,1.586500,1.654000,1.721500,09_Oh,or,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,1.821500,1.889000,1.956500,07_Aa,the,6,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,1.926500,1.994000,2.061500,07_Aa,colosseum,7,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,2.206500,2.274000,2.341500,03_Ee,colosseum,7,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
11,2.407500,2.460000,2.512500,22_MBP,colosseum,7,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
12,2.516500,2.584000,2.651500,03_Ee,in,8,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
13,2.821500,2.889000,2.956500,09_Oh,rome,9,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
14,2.972500,3.025000,3.077500,22_MBP,rome,9,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
15,6.393800,6.461300,6.528800,12_Ww-Oo-,want,10,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
16,6.443800,6.511300,6.578800,07_Aa,want,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,6.671500,6.739000,6.806500,07_Aa,a,11,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
18,6.906500,6.974000,7.041500,07_Aa,sandwich,12,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
19,7.091500,7.159000,7.226500,12_Ww-Oo-,sandwich,12,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
20,7.454500,7.502000,7.549500,14_ChJjSh,sandwich,12,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
