start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.080000,0.170000,K,K,cambodia,1.0,0,0,0,-1,K,0,mfa_textgrid_phone
0.170000,0.240000,AE2,AE2,cambodia,1.0,0,0,0,-1,AE2,1,mfa_textgrid_phone
0.240000,0.320000,M,M,cambodia,1.0,0,0,0,-1,M,2,mfa_textgrid_phone
0.320000,0.370000,B,B,cambodia,1.0,0,0,0,-1,B,3,mfa_textgrid_phone
0.370000,0.510000,OW1,OW1,cambodia,1.0,0,0,0,-1,OW1,4,mfa_textgrid_phone
0.510000,0.550000,D,D,cambodia,1.0,0,0,0,-1,D,5,mfa_textgrid_phone
0.550000,0.650000,IY0,IY0,cambodia,1.0,0,0,0,-1,IY0,6,mfa_textgrid_phone
0.650000,0.770000,AH0,AH0,cambodia,1.0,0,0,0,-1,AH0,7,mfa_textgrid_phone
0.770000,0.820000,HH,HH,has,1.0,1,0,0,-1,HH,0,mfa_textgrid_phone
0.820000,0.910000,AE1,AE1,has,1.0,1,0,0,-1,AE1,1,mfa_textgrid_phone
0.910000,0.980000,Z,Z,has,1.0,1,0,0,-1,Z,2,mfa_textgrid_phone
1.070000,1.530000,spn,spn,angkor,1.0,2,0,0,-1,spn,0,mfa_textgrid_phone
1.530000,1.600000,W,W,wat,1.0,3,0,0,-1,W,0,mfa_textgrid_phone
1.600000,1.780000,AA1,AA1,wat,1.0,3,0,0,-1,AA1,1,mfa_textgrid_phone
1.780000,1.830000,T,T,wat,1.0,3,0,0,-1,T,2,mfa_textgrid_phone
1.900000,1.980000,AE1,AE1,and,1.0,4,0,0,-1,AE1,0,mfa_textgrid_phone
1.980000,2.030000,N,N,and,1.0,4,0,0,-1,N,1,mfa_textgrid_phone
2.030000,2.070000,D,D,and,1.0,4,0,0,-1,D,2,mfa_textgrid_phone
2.070000,2.110000,D,D,delicious,1.0,5,0,0,-1,D,0,mfa_textgrid_phone
2.110000,2.170000,IH0,IH0,delicious,1.0,5,0,0,-1,IH0,1,mfa_textgrid_phone
2.170000,2.300000,L,L,delicious,1.0,5,0,0,-1,L,2,mfa_textgrid_phone
2.300000,2.360000,IH1,IH1,delicious,1.0,5,0,0,-1,IH1,3,mfa_textgrid_phone
2.360000,2.460000,SH,SH,delicious,1.0,5,0,0,-1,SH,4,mfa_textgrid_phone
2.460000,2.520000,AH0,AH0,delicious,1.0,5,0,0,-1,AH0,5,mfa_textgrid_phone
2.520000,2.590000,S,S,delicious,1.0,5,0,0,-1,S,6,mfa_textgrid_phone
2.590000,2.690000,K,K,cuisine,1.0,6,0,0,-1,K,0,mfa_textgrid_phone
2.690000,2.720000,W,W,cuisine,1.0,6,0,0,-1,W,1,mfa_textgrid_phone
2.720000,2.750000,IH0,IH0,cuisine,1.0,6,0,0,-1,IH0,2,mfa_textgrid_phone
2.750000,2.870000,Z,Z,cuisine,1.0,6,0,0,-1,Z,3,mfa_textgrid_phone
2.870000,3.070000,IY1,IY1,cuisine,1.0,6,0,0,-1,IY1,4,mfa_textgrid_phone
3.070000,3.210000,N,N,cuisine,1.0,6,0,0,-1,N,5,mfa_textgrid_phone
3.570000,3.700000,N,N,need,1.0,7,1,1,-1,N,0,mfa_textgrid_phone
3.700000,3.830000,IY1,IY1,need,1.0,7,1,1,-1,IY1,1,mfa_textgrid_phone
3.830000,3.920000,D,D,need,1.0,7,1,1,-1,D,2,mfa_textgrid_phone
3.960000,4.040000,EH1,EH1,anything,1.0,8,1,1,-1,EH1,0,mfa_textgrid_phone
4.040000,4.090000,N,N,anything,1.0,8,1,1,-1,N,1,mfa_textgrid_phone
4.090000,4.150000,IY0,IY0,anything,1.0,8,1,1,-1,IY0,2,mfa_textgrid_phone
4.150000,4.240000,TH,TH,anything,1.0,8,1,1,-1,TH,3,mfa_textgrid_phone
4.240000,4.290000,IH2,IH2,anything,1.0,8,1,1,-1,IH2,4,mfa_textgrid_phone
4.290000,4.380000,NG,NG,anything,1.0,8,1,1,-1,NG,5,mfa_textgrid_phone
4.380000,4.470000,EH1,EH1,else,1.0,9,1,1,-1,EH1,0,mfa_textgrid_phone
4.470000,4.580000,L,L,else,1.0,9,1,1,-1,L,1,mfa_textgrid_phone
4.580000,4.850000,S,S,else,1.0,9,1,1,-1,S,2,mfa_textgrid_phone
