ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,09_Oh,croatia,0,0,0.249839,0.442243,0.354743,0.529743,0.82,0.0822426,0.09,1.13023
1,1,07_Aa,croatia,0,0,0.338115,0.542015,0.454515,0.629515,0.86,0.0620151,0.09,1.13023
2,2,07_Aa,has,1,0,0.767383,1.02719,0.966091,1.08828,0.86,0.0671867,0.09,1.13023
3,3,24_Tongue_Th,the,2,0,0.94863,1.23204,1.17995,1.28412,0.42,0.0720373,0.09,1.13023
4,4,06_Eh,the,2,0,1.09808,1.37204,1.30735,1.43673,0.74,0.0520375,0.09,1.13023
5,5,22_MBP,plitvice,3,0,1.28427,1.61139,1.52389,1.69889,1,0.0513903,0.09,1.13023
6,6,04_Ih,plitvice,3,0,1.42317,1.75139,1.66389,1.83889,0.68,0.0713904,0.09,1.13023
7,7,20_FV,plitvice,3,0,1.58657,1.89139,1.80389,1.97889,1,0.0513905,0.09,1.13023
8,8,06_Eh,plitvice,3,0,1.59801,1.90139,1.81389,1.98889,0.74,0.0213906,0.09,0.82
9,9,07_Aa,lakes,4,0,2.21064,2.02478,1.93728,2.11228,0.86,0.0647839,0.09,0.82
10,10,06_Eh,lakes,4,0,2.2806,2.08215,2.00566,2.15863,0.74,0.082147,0.09,0.82
11,11,07_Aa,a,5,1,3.18281,2.87357,2.79681,2.95033,0.86,0.0735705,0.09,1.42
12,12,04_Ih,stunning,6,1,3.43401,3.26524,3.17774,3.35274,0.68,0.065244,0.09,1.42
13,13,18_Uh,stunning,6,1,3.52062,3.39871,3.31121,3.48621,0.68,0.0787125,0.09,1.42
14,14,14_ChJjSh,stunning,6,1,3.66931,3.53871,3.45121,3.62621,0.682,0.0587127,0.09,1.42
15,15,04_Ih,stunning,6,1,3.69546,3.62986,3.54236,3.71736,0.22,0.0808384,0.09,1.42
16,16,07_Aa,national,7,1,4.11307,4.18746,4.09996,4.27496,0.94,0.0804186,0.09,1.42
17,17,24_Tongue_Th,national,7,1,4.38335,4.32746,4.23996,4.41496,0.42,0.0474668,0.09,1.42
18,18,07_Aa,national,7,1,4.43104,4.44016,4.35266,4.52766,0.86,0.0601954,0.09,1.42
19,19,07_Aa,national,7,1,4.62183,4.58016,4.49266,4.66766,0.94,0.060163,0.09,1.42
20,20,22_MBP,park,8,1,4.80908,4.90741,4.83216,4.98267,1,0.066062,0.09,1.42
21,21,07_Aa,park,8,1,5.02107,5.04741,4.95991,5.13491,0.94,0.0874157,0.09,1.42
22,22,12_Ww-Oo-,with,9,1,5.26838,5.43473,5.34723,5.52223,1,0.0586042,0.09,1.42
23,23,04_Ih,with,9,1,5.4627,5.57473,5.48723,5.66223,0.25135,0.0547314,0.09,1.42
24,24,24_Tongue_Th,with,9,1,5.48258,5.66795,5.59269,5.7432,0.42,-0.638927,0.15,1.42
25,25,07_Aa,natural,10,1,5.77856,6.22824,6.14074,6.31574,0.94,-0.0786304,0.15,1.42
26,26,24_Tongue_Th,natural,10,1,6.02481,6.36824,6.28074,6.45574,0.42,0.0613694,0.15,1.42
27,27,07_Aa,natural,10,1,6.06827,6.4767,6.3892,6.5642,0.86,0.188078,0.15,1.42
28,28,07_Aa,natural,10,1,6.2421,6.6167,6.5292,6.7042,0.86,0.328078,0.15,1.42
29,29,06_Eh,turquoise,11,1,6.49012,7.00472,6.91722,7.09222,0.84,0.820269,0.15,1.42
30,30,14_ChJjSh,turquoise,11,1,6.72542,7.14472,7.05722,7.23222,0.703,0.95,0.15,1.42
31,31,06_Eh,turquoise,11,1,6.75157,7.23587,7.14837,7.32337,0.74,0.96,0.15,1.42
32,32,07_Aa,lakes,12,1,7.3642,7.33688,7.24938,7.42438,0.86,1.03,0.15,1.42
33,33,06_Eh,lakes,12,1,7.43416,7.36136,7.27386,7.44886,0.74,1.05448,0.15,1.42
34,34,06_Eh,connected,13,1,7.75213,7.43136,7.34386,7.51886,0.84,1.12448,0.15,1.42
35,35,24_Tongue_Th,connected,13,1,8.02241,7.47136,7.38386,7.55886,0.42,1.16448,0.15,1.42
36,36,06_Eh,connected,13,1,8.07011,7.48805,7.40055,7.57555,0.74,1.18118,0.15,1.42
37,37,06_Eh,connected,13,1,8.26089,7.52805,7.44055,7.61555,0.74,1.22118,0.15,1.42
38,38,22_MBP,by,14,1,8.43578,7.57177,7.50634,7.63721,1,1.2649,0.15,1.42
39,39,03_Ee,by,14,1,8.58841,7.61177,7.53502,7.68853,0.86,1.3049,0.15,1.42
40,40,12_Ww-Oo-,waterfalls,15,1,8.83325,7.67299,7.58549,7.76049,1,1.36611,0.15,1.42
41,41,20_FV,waterfalls,15,1,9.15918,7.71299,7.62549,7.80049,1,1.40611,0.15,1.42
42,42,07_Aa,waterfalls,15,1,9.18303,7.72299,7.63549,7.81049,0.86,1.41611,0.15,1.42
