index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,colombia,0,0,0,0.079545,0.920000,AH,3,cmu_open_vowel
1,22_MBP,colombia,0,0,0,0.102273,1.000000,M,4,cmu_bilabial
2,03_Ee,colombia,0,0,0,0.147727,0.500000,IY,6,cmu_front_vowel
3,07_Aa,has,1,0,0,0.212121,0.920000,AE,1,cmu_open_vowel
4,07_Aa,cartagena,2,0,0,0.272727,0.920000,AA,1,cmu_open_vowel
5,14_ChJjSh,cartagena,2,0,0,0.353535,0.820000,JH,5,cmu_affricate_sibilant
6,03_Ee,cartagena,2,0,0,0.373737,0.920000,IY,6,cmu_front_vowel
7,12_Ww-Oo-,with,3,0,0,0.434343,0.880000,W,0,cmu_w
8,03_Ee,with,3,0,0,0.454545,0.920000,IH,1,cmu_front_vowel
9,22_MBP,beautiful,4,0,0,0.494318,1.000000,B,0,cmu_bilabial
10,11_Oo,beautiful,4,0,0,0.532197,0.920000,UW,2,cmu_oo_vowel
11,20_FV,beautiful,4,0,0,0.589015,0.960000,F,5,cmu_fv
12,22_MBP,beaches,5,0,0,0.645455,1.000000,B,0,cmu_bilabial
13,03_Ee,beaches,5,0,0,0.663636,0.920000,IY,1,cmu_front_vowel
14,14_ChJjSh,beaches,5,0,0,0.681818,0.820000,CH,2,cmu_affricate_sibilant
15,07_Aa,and,6,0,0,0.737374,0.500000,AH,0,cmu_open_vowel
16,20_FV,vibrant,7,0,0,0.796537,0.960000,V,0,cmu_fv
17,05_Ay,vibrant,7,0,0,0.813853,0.940000,AY,1,cmu_ay
18,22_MBP,vibrant,7,0,0,0.831169,1.000000,B,2,cmu_bilabial
19,07_Aa,culture,8,0,0,0.936364,0.920000,AH,1,cmu_open_vowel
20,14_ChJjSh,culture,8,0,0,0.972727,0.820000,CH,3,cmu_affricate_sibilant
