index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,montenegro,0,0,0,0.013478,1.000000,M,0,cmu_bilabial
1,07_Aa,montenegro,0,0,0,0.039130,0.920000,AA,1,cmu_open_vowel
2,06_Eh,montenegro,0,0,0,0.169565,0.920000,EY,6,cmu_eh_vowel
3,09_Oh,montenegro,0,0,0,0.247826,0.500000,OW,9,cmu_oh_vowel
4,22_MBP,mountainous,1,1,1,0.274457,1.000000,M,0,cmu_bilabial
5,07_Aa,mountainous,1,1,1,0.301630,0.920000,AW,1,cmu_open_vowel
6,07_Aa,and,2,1,1,0.492754,0.500000,AH,0,cmu_open_vowel
7,09_Oh,coastal,3,1,1,0.608696,0.920000,OW,1,cmu_oh_vowel
8,12_Ww-Oo-,want,4,2,2,0.750000,0.880000,W,0,cmu_w
9,07_Aa,want,4,2,2,0.771739,0.920000,AA,1,cmu_open_vowel
10,07_Aa,some,5,2,2,0.869565,0.920000,AH,1,cmu_open_vowel
11,22_MBP,some,5,2,2,0.898551,1.000000,M,2,cmu_bilabial
12,14_ChJjSh,chips,6,2,2,0.923913,0.820000,CH,0,cmu_affricate_sibilant
13,03_Ee,chips,6,2,2,0.945652,0.920000,IH,1,cmu_front_vowel
14,22_MBP,chips,6,2,2,0.967391,1.000000,P,2,cmu_bilabial
