word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,four,1,birds,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,birds,2,crow,?,?,region_break,1,hard_punctuation_with_lull,0.530000,0.530000,0.530000,0.530000,0,1
2,crow,3,raven,",",",",soft_pause,0,none,0.030000,0.030000,0.000000,0.030000,1,1
3,raven,4,eagle,",",",",soft_pause,0,none,0.070000,0.070000,0.070000,0.070000,1,1
4,eagle,5,and,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,and,6,owl,,,none,0,none,0.040000,0.040000,0.000000,0.040000,1,1
6,owl,7,maybe,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,maybe,8,or,?,?,region_break,1,hard_punctuation_with_lull,0.440000,0.440000,0.440000,0.440000,1,2
8,or,9,are,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,are,10,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,you,11,thinking,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,thinking,12,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
12,of,13,something,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
13,something,14,else,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
