PlaybackSec,EventIndex,PoseID,SourceWord,CommittedCenterSec,SubmittedWeight,SourceStrength
0.466667,0,22_MBP,paris,0.514886,0.0659241,1
0.483334,0,22_MBP,paris,0.514886,1,1
0.5,0,22_MBP,paris,0.514886,1,1
0.516667,0,22_MBP,paris,0.514886,1,1
0.533333,0,22_MBP,paris,0.514886,1,1
0.55,0,22_MBP,paris,0.514886,0.999807,1
0.55,1,07_Aa,paris,0.575144,0.128712,0.86
0.566667,0,22_MBP,paris,0.514886,0.622433,1
0.566667,1,07_Aa,paris,0.575144,0.86,0.86
0.583333,0,22_MBP,paris,0.514886,0.0313876,1
0.583333,1,07_Aa,paris,0.575144,0.86,0.86
0.6,1,07_Aa,paris,0.575144,0.822532,0.86
0.6,2,07_Aa,paris,0.663945,0.0337156,0.86
0.616667,1,07_Aa,paris,0.575144,0.500912,0.86
0.616667,2,07_Aa,paris,0.663945,0.348173,0.86
0.633333,1,07_Aa,paris,0.575144,0.106324,0.86
0.633333,2,07_Aa,paris,0.663945,0.746714,0.86
0.65,2,07_Aa,paris,0.663945,0.86,0.86
0.666667,2,07_Aa,paris,0.663945,0.86,0.86
0.666667,3,04_Ih,paris,0.702002,0.00586794,0.72
0.683333,2,07_Aa,paris,0.663945,0.822625,0.86
0.683333,3,04_Ih,paris,0.702002,0.639506,0.72
0.7,2,07_Aa,paris,0.663945,0.102996,0.86
0.7,3,04_Ih,paris,0.702002,0.72,0.72
0.716667,3,04_Ih,paris,0.702002,0.719728,0.72
0.733333,3,04_Ih,paris,0.702002,0.647105,0.72
0.75,3,04_Ih,paris,0.702002,0.411759,0.72
0.766667,3,04_Ih,paris,0.702002,0.142145,0.72
0.783333,3,04_Ih,paris,0.702002,0.00831021,0.72
0.866666,4,07_Aa,has,0.89748,0.0022282,0.86
0.883333,4,07_Aa,has,0.89748,0.859995,0.86
0.9,4,07_Aa,has,0.89748,0.86,0.86
0.916666,4,07_Aa,has,0.89748,0.856467,0.86
0.933333,4,07_Aa,has,0.89748,0.688838,0.86
0.95,4,07_Aa,has,0.89748,0.311643,0.86
0.95,5,24_Tongue_Th,the,0.996083,0.00338609,0.42
0.966666,4,07_Aa,has,0.89748,0.0358893,0.86
0.966666,5,24_Tongue_Th,the,0.996083,0.221474,0.42
0.983333,5,24_Tongue_Th,the,0.996083,0.418772,0.42
1,5,24_Tongue_Th,the,0.996083,0.42,0.42
1.01667,5,24_Tongue_Th,the,0.996083,0.398049,0.42
1.01667,6,06_Eh,the,1.07739,0.0215205,0.74
1.03333,5,24_Tongue_Th,the,0.996083,0.213582,0.42
1.03333,6,06_Eh,the,1.07739,0.309793,0.74
1.05,5,24_Tongue_Th,the,0.996083,0.0248189,0.42
1.05,6,06_Eh,the,1.07739,0.669391,0.74
1.06667,6,06_Eh,the,1.07739,0.74,0.74
1.08333,6,06_Eh,the,1.07739,0.74,0.74
1.1,6,06_Eh,the,1.07739,0.723368,0.74
1.11667,6,06_Eh,the,1.07739,0.48681,0.74
1.11667,7,22_MBP,most,1.16715,0.26055,1
1.13333,6,06_Eh,the,1.07739,0.056078,0.74
1.13333,7,22_MBP,most,1.16715,1,1
1.15,7,22_MBP,most,1.16715,1,1
1.16667,7,22_MBP,most,1.16715,1,1
1.18333,7,22_MBP,most,1.16715,1,1
1.2,7,22_MBP,most,1.16715,1,1
1.2,8,09_Oh,most,1.28248,0.00575611,0.82
1.21667,7,22_MBP,most,1.16715,0.911576,1
1.21667,8,09_Oh,most,1.28248,0.179468,0.82
1.23333,7,22_MBP,most,1.16715,0.523202,1
1.23333,8,09_Oh,most,1.28248,0.489183,0.82
1.25,7,22_MBP,most,1.16715,0.114181,1
1.25,8,09_Oh,most,1.28248,0.747089,0.82
1.26667,8,09_Oh,most,1.28248,0.819902,0.82
1.28333,8,09_Oh,most,1.28248,0.82,0.82
1.3,8,09_Oh,most,1.28248,0.819668,0.82
1.31667,8,09_Oh,most,1.28248,0.772281,0.82
1.33333,8,09_Oh,most,1.28248,0.606708,0.82
1.35,8,09_Oh,most,1.28248,0.362251,0.82
1.36667,8,09_Oh,most,1.28248,0.137518,0.82
1.38333,8,09_Oh,most,1.28248,0.0173642,0.82
1.38333,9,20_FV,visited,1.43067,0.43063,1
1.4,9,20_FV,visited,1.43067,0.99636,1
1.41667,9,20_FV,visited,1.43067,1,1
1.43333,9,20_FV,visited,1.43067,1,1
1.45,9,20_FV,visited,1.43067,1,1
1.46667,9,20_FV,visited,1.43067,0.989339,1
1.48333,9,20_FV,visited,1.43067,0.790195,1
1.5,9,20_FV,visited,1.43067,0.391291,1
1.51667,9,20_FV,visited,1.43067,0.0711748,1
1.51667,10,14_ChJjSh,visited,1.57067,0.0127009,0.661
1.53333,10,14_ChJjSh,visited,1.57067,0.654094,0.661
1.55,10,14_ChJjSh,visited,1.57067,0.94,0.661
1.56667,10,14_ChJjSh,visited,1.57067,0.94,0.661
1.58333,10,14_ChJjSh,visited,1.57067,0.94,0.661
1.6,10,14_ChJjSh,visited,1.57067,0.92,0.661
1.6,11,06_Eh,visited,1.61192,0.53576,0.74
1.61667,10,14_ChJjSh,visited,1.57067,0.11469,0.661
1.61667,11,06_Eh,visited,1.61192,0.74,0.74
1.63333,11,06_Eh,visited,1.61192,0.730548,0.74
1.63333,12,06_Eh,visited,1.70649,0.00335474,0.74
1.65,11,06_Eh,visited,1.61192,0.537084,0.74
1.65,12,06_Eh,visited,1.70649,0.161828,0.74
1.66667,11,06_Eh,visited,1.61192,0.193297,0.74
1.66667,12,06_Eh,visited,1.70649,0.503054,0.74
1.68333,11,06_Eh,visited,1.61192,0.00772317,0.74
1.68333,12,06_Eh,visited,1.70649,0.722932,0.74
1.7,12,06_Eh,visited,1.70649,0.74,0.74
1.71667,12,06_Eh,visited,1.70649,0.74,0.74
1.73333,12,06_Eh,visited,1.70649,0.730676,0.74
1.75,12,06_Eh,visited,1.70649,0.652512,0.74
1.76667,12,06_Eh,visited,1.70649,0.489241,0.74
1.78333,12,06_Eh,visited,1.70649,0.286082,0.74
1.8,12,06_Eh,visited,1.70649,0.111175,0.74
1.81667,12,06_Eh,visited,1.70649,0.0167,0.74
1.9,13,07_Aa,art,1.91677,0.835472,0.86
1.91667,13,07_Aa,art,1.91677,0.86,0.86
1.93333,13,07_Aa,art,1.91677,0.859811,0.86
1.95,13,07_Aa,art,1.91677,0.801011,0.86
1.96667,13,07_Aa,art,1.91677,0.589905,0.86
1.98333,13,07_Aa,art,1.91677,0.298832,0.86
2,13,07_Aa,art,1.91677,0.0737699,0.86
