word_index,word,start,end,speech_region_index,sentence_index
0,we,0.580000,0.720000,0,-1
1,missed,0.720000,0.990000,0,-1
2,the,0.990000,1.120000,0,-1
3,early,1.120000,1.380000,0,-1
4,bus,1.380000,1.970000,0,-1
5,shall,3.060000,3.300000,1,-1
6,we,3.300000,3.390000,1,-1
7,walk,3.390000,3.990000,1,-1
8,or,4.150000,4.280000,2,-1
9,would,4.280000,4.430000,2,-1
10,you,4.430000,4.510000,2,-1
11,rather,4.510000,4.840000,2,-1
12,wait,4.840000,5.090000,2,-1
13,for,5.090000,5.200000,2,-1
14,the,5.200000,5.290000,2,-1
15,next,5.290000,5.600000,2,-1
16,one,5.600000,5.820000,2,-1
