word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,package,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,package,2,arrived,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,arrived,3,safely,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,safely,4,its,.,.,region_break,1,hard_punctuation_with_lull,0.620000,0.620000,0.620000,0.620000,0,1
4,its,5,corners,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,corners,6,were,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,were,7,bent,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,bent,8,but,",",",",region_break,1,comma_with_lull,0.220000,0.220000,0.220000,0.220000,1,2
8,but,9,nothing,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,nothing,10,inside,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,inside,11,was,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,was,12,damaged,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
