EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,10_Or,OOO,norway,0,0,0.0165,0.0585,0.0603091,0.68,SimpleBudgetV1
1,03_Ee,EEE,norway,0,0,0.048,0.126,0.139917,0.86,SimpleBudgetV1
2,03_Ee,EEE,norway,0,0,0.101,0.149,0.20103,0.86,SimpleBudgetV1
3,04_Ih,EEE,is,1,0,0.183545,0.211364,0.317555,0.419343,SimpleBudgetV1
4,06_Eh,EEE,home,2,0,0.268182,0.327273,0.478817,0.74,SimpleBudgetV1
5,22_MBP,MBP,home,2,0,0.289205,0.316477,0.487041,1,SimpleBudgetV1
6,11_Oo,OOO,to,3,0,0.380636,0.411727,0.637156,0.94,SimpleBudgetV1
7,24_Tongue_Th,FVS,the,4,0,0.431364,0.447727,0.706895,0.42,SimpleBudgetV1
8,06_Eh,EEE,the,4,0,0.463273,0.492727,0.76874,0.74,SimpleBudgetV1
9,12_Ww-Oo-,WUH,world's,5,0,0.506818,0.543182,0.844327,1,SimpleBudgetV1
10,09_Oh,OOO,world's,5,0,0.545455,0.604545,0.924739,0.82,SimpleBudgetV1
11,09_Oh,OOO,longest,6,0,0.63387,0.67587,1.05319,0.82,SimpleBudgetV1
12,06_Eh,EEE,longest,6,0,0.670727,0.748727,1.14141,0.74,SimpleBudgetV1
13,04_Ih,EEE,ski,7,0,0.809091,0.868182,1.34873,0.38,SimpleBudgetV1
14,14_ChJjSh,FVS,jump,8,0,0.886364,0.913636,1.44742,0.704567,SimpleBudgetV1
15,18_Uh,AAA,jump,8,0,0.922727,0.981818,1.53148,0.22,SimpleBudgetV1
16,22_MBP,MBP,jump,8,0,0.94375,0.971023,1.53971,1,SimpleBudgetV1
