ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,10_Or,norway,0,0,0.0603091,0.517404,0.48,0.554807,0.68,0.117404,0.12,1.1075
1,1,03_Ee,norway,0,0,0.139917,0.605569,0.536106,0.675033,0.86,0.0855696,0.12,1.1075
2,2,03_Ee,norway,0,0,0.20103,0.673252,0.630505,0.715999,0.86,0.113252,0.12,1.1075
3,3,04_Ih,is,1,0,0.317555,0.802303,0.774803,0.829803,0.419343,0.0823032,0.12,1.1075
4,4,06_Eh,home,2,0,0.478817,0.980902,0.928277,1.03353,0.74,0.100902,0.12,1.1075
5,5,22_MBP,home,2,0,0.487041,0.990902,0.963402,1.0184,1,0.110902,0.12,1.1075
6,6,11_Oo,to,3,0,0.637156,1.15626,1.12857,1.18395,0.94,0.116262,0.12,1.1075
7,7,24_Tongue_Th,the,4,0,0.706895,1.2335,1.206,1.261,0.42,0.113498,0.12,1.1075
8,8,06_Eh,the,4,0,0.76874,1.30199,1.27449,1.32949,0.74,0.101991,0.12,1.1075
9,9,12_Ww-Oo-,world's,5,0,0.844327,1.3857,1.35332,1.41809,1,0.105704,0.12,1.1075
10,10,09_Oh,world's,5,0,0.924739,1.47476,1.42214,1.52738,0.82,0.11476,0.12,1.1075
11,11,09_Oh,longest,6,0,1.05319,1.61702,1.57962,1.65442,0.82,0.0970194,0.12,1.1075
12,12,06_Eh,longest,6,0,1.14141,1.71473,1.64526,1.78419,0.74,0.114727,0.12,1.1075
13,13,04_Ih,ski,7,0,1.34873,2.06204,1.99765,2.12644,0.38,0.0956793,0.12,1.35518
14,14,14_ChJjSh,jump,8,0,1.44742,2.30073,2.26862,2.33284,0.704567,0.106527,0.12,1.46404
15,15,18_Uh,jump,8,0,1.53148,2.44073,2.37013,2.51134,0.22,0.0807326,0.12,1.48594
16,16,22_MBP,jump,8,0,1.53971,2.51773,2.48514,2.55032,1,0.083564,0.12,1.48594
