EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,16_Ww-Ew-,WUH,new,0,0,0.0279965,0.0734908,0.10759,1,SimpleBudgetV1
1,09_Oh,OOO,york,1,0,0.115486,0.16098,0.293089,0.82,SimpleBudgetV1
2,07_Aa,AAA,has,2,0,0.200805,0.222222,0.448464,0.86,SimpleBudgetV1
3,24_Tongue_Th,FVS,the,3,0,0.24112,0.253718,0.524593,0.42,SimpleBudgetV1
4,06_Eh,EEE,the,3,0,0.265687,0.288364,0.587366,0.74,SimpleBudgetV1
5,07_Aa,AAA,statue,4,0,0.325168,0.349665,0.71541,0.86,SimpleBudgetV1
6,11_Oo,OOO,statue,4,0,0.328959,0.374453,0.745709,0.94,SimpleBudgetV1
7,11_Oo,OOO,statue,4,0,0.359872,0.387868,0.792702,0.94,SimpleBudgetV1
8,09_Oh,OOO,of,5,0,0.414278,0.435696,0.901083,0.82,SimpleBudgetV1
9,20_FV,FVS,of,5,0,0.428136,0.443255,0.923788,1,SimpleBudgetV1
10,03_Ee,EEE,liberty,6,0,0.458618,0.495923,1.01194,0.86,SimpleBudgetV1
11,22_MBP,MBP,liberty,6,0,0.485469,0.519905,1.06583,1,SimpleBudgetV1
12,24_Tongue_Th,FVS,liberty,6,0,0.510271,0.541837,1.11537,0.42,SimpleBudgetV1
13,03_Ee,EEE,liberty,6,0,0.497358,0.571969,1.13363,0.86,SimpleBudgetV1
14,03_Ee,EEE,liberty,6,0,0.56049,0.606404,1.23706,0.86,SimpleBudgetV1
15,07_Aa,AAA,a,7,1,0.668871,0.690289,1.44089,0.86,SimpleBudgetV1
16,03_Ee,EEE,symbol,8,1,0.71874,0.751076,1.5582,0.86,SimpleBudgetV1
17,22_MBP,MBP,symbol,8,1,0.740297,0.768014,1.59901,1,SimpleBudgetV1
18,09_Oh,OOO,symbol,8,1,0.742992,0.803045,1.639,0.82,SimpleBudgetV1
19,09_Oh,OOO,of,9,1,0.847349,0.868766,1.81931,0.82,SimpleBudgetV1
20,20_FV,FVS,of,9,1,0.861207,0.876325,1.84201,1,SimpleBudgetV1
21,20_FV,FVS,freedom,10,1,0.884514,0.912231,1.90478,1,SimpleBudgetV1
22,03_Ee,EEE,freedom,10,1,0.92147,0.981522,2.01742,0.86,SimpleBudgetV1
23,09_Oh,OOO,freedom,10,1,0.956775,0.993731,2.06779,0.82,SimpleBudgetV1
24,22_MBP,MBP,freedom,10,1,0.976903,1,2.09577,1,SimpleBudgetV1
