word_index,word,start,end,speech_region_index,sentence_index
0,the,0.470000,0.550000,0,-1
1,museum,0.550000,1.020000,0,-1
2,closes,1.020000,1.470000,0,-1
3,at,1.470000,1.610000,0,-1
4,six,1.610000,2.120000,0,-1
5,but,2.350000,2.460000,1,-1
6,if,2.460000,2.600000,1,-1
7,we,2.600000,2.730000,1,-1
8,arrive,2.730000,3.120000,1,-1
9,before,3.120000,3.490000,1,-1
10,four,3.490000,3.870000,1,-1
11,we,3.870000,3.980000,1,-1
12,can,3.980000,4.160000,1,-1
13,visit,4.160000,4.420000,1,-1
14,the,4.420000,4.510000,1,-1
15,glass,4.510000,4.880000,1,-1
16,gallery,4.880000,5.440000,1,-1
17,hear,5.670000,5.890000,2,-1
18,the,5.890000,5.980000,2,-1
19,short,5.980000,6.280000,2,-1
20,lecture,6.280000,6.780000,2,-1
21,and,6.990000,7.130000,3,-1
22,still,7.130000,7.370000,3,-1
23,have,7.370000,7.570000,3,-1
24,time,7.570000,7.830000,3,-1
25,for,7.830000,7.960000,3,-1
26,coffee,7.960000,8.340000,3,-1
27,across,8.340000,8.660000,3,-1
28,the,8.660000,8.780000,3,-1
29,street,8.780000,9.230000,3,-1
