ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,07_Aa,saudi,0,0,0.1312,0.527783,0.46,0.595566,0.86,0.0877829,0.12,1.1525
1,1,04_Ih,saudi,0,0,0.203586,0.611208,0.569495,0.65292,0.72,0.0912079,0.12,1.1525
2,2,07_Aa,arabia,1,0,0.276795,0.695581,0.653473,0.737688,0.86,0.0955809,0.12,1.1525
3,3,10_Or,arabia,1,0,0.37235,0.805708,0.760362,0.851055,0.22,0.0857081,0.12,1.1525
4,4,07_Aa,arabia,1,0,0.389213,0.825142,0.740927,0.909357,0.86,0.105142,0.12,1.1525
5,5,22_MBP,arabia,1,0,0.390149,0.835142,0.796274,0.874011,1,0.115142,0.12,1.1525
6,6,07_Aa,arabia,1,0,0.460411,0.907198,0.855374,0.959023,0.86,0.107198,0.12,1.1525
7,7,07_Aa,has,2,0,0.578815,1.04366,1.01616,1.07116,0.86,0.0836589,0.12,1.1525
8,8,24_Tongue_Th,the,3,0,0.649145,1.12471,1.09721,1.15221,0.42,0.0847142,0.12,1.1525
9,9,06_Eh,the,3,0,0.707136,1.19155,1.16405,1.21905,0.74,0.111549,0.12,1.1525
10,10,07_Aa,largest,4,0,0.802495,1.30145,1.26495,1.33795,0.86,0.101451,0.12,1.1525
11,11,07_Aa,largest,4,0,0.885222,1.39679,1.32901,1.46458,0.86,0.116794,0.12,1.1525
12,12,04_Ih,oil,5,0,1.07962,1.62084,1.56949,1.67219,0.539938,0.100841,0.12,1.1525
13,13,06_Eh,reserves,6,0,1.20712,1.76778,1.72157,1.814,0.74,0.0877826,0.12,1.1525
14,14,14_ChJjSh,reserves,6,0,1.31817,1.89576,1.85666,1.93487,0.64,0.0957644,0.12,1.1525
15,15,06_Eh,reserves,6,0,1.33051,1.90998,1.82248,1.99748,0.74,0.109985,0.12,1.1525
16,16,20_FV,reserves,6,0,1.36367,1.9482,1.90554,1.99086,1,0.108201,0.12,1.1525
17,17,06_Eh,reserves,6,0,1.40222,1.99264,1.93576,2.04952,0.74,0.112639,0.12,1.1525
18,18,04_Ih,in,7,0,1.53163,2.26204,2.23454,2.28954,0.22,0.0998421,0.12,1.29213
19,19,24_Tongue_Th,the,8,0,1.60195,2.47237,2.44487,2.49987,0.42,0.0998757,0.12,1.3911
20,20,06_Eh,the,8,0,1.65995,2.59536,2.56397,2.62675,0.74,0.0923703,0.12,1.41359
21,21,12_Ww-Oo-,world,9,0,1.73082,2.84018,2.79963,2.88073,1,-0.666696,0.15,1.47886
22,22,09_Oh,world,9,0,1.80623,2.98018,2.91429,3.04607,0.82,-0.526696,0.15,1.47886
