EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,alpha,0,0,0.0027644,0.041466,0.0524898,0.86,SimpleBudgetV1
1,22_MBP,MBP,alpha,0,0,0.0525236,0.0856963,0.164031,1,SimpleBudgetV1
2,07_Aa,AAA,alpha,0,0,0.102283,0.146513,0.295255,0.86,SimpleBudgetV1
3,22_MBP,MBP,beta,1,0,0.135455,0.168628,0.360867,1,SimpleBudgetV1
4,06_Eh,EEE,beta,1,0,0.170702,0.209403,0.451084,0.74,SimpleBudgetV1
5,07_Aa,AAA,beta,1,0,0.18245,0.254325,0.518337,0.86,SimpleBudgetV1
6,07_Aa,AAA,beta,1,0,0.237047,0.281277,0.615115,0.86,SimpleBudgetV1
7,07_Aa,AAA,gamma,2,0,0.298555,0.337257,0.754541,0.86,SimpleBudgetV1
8,22_MBP,MBP,gamma,2,0,0.328963,0.362136,0.820153,1,SimpleBudgetV1
9,07_Aa,AAA,gamma,2,0,0.32067,0.392544,0.846398,0.86,SimpleBudgetV1
10,07_Aa,AAA,gamma,2,0,0.378722,0.422953,0.951377,0.86,SimpleBudgetV1
11,06_Eh,EEE,delta,3,0,0.436775,0.475476,1.0826,0.74,SimpleBudgetV1
12,07_Aa,AAA,delta,3,0,0.45889,0.530764,1.17446,0.86,SimpleBudgetV1
13,07_Aa,AAA,delta,3,0,0.516942,0.561173,1.27944,0.86,SimpleBudgetV1
14,12_Ww-Oo-,WUH,why,4,1,0.60733,0.642932,1.48373,1,SimpleBudgetV1
15,05_Ay,EEE,why,4,1,0.649215,0.697382,1.59806,0.84,SimpleBudgetV1
16,11_Oo,OOO,do,5,1,0.746094,0.771728,1.80125,0.94,SimpleBudgetV1
17,11_Oo,OOO,you,6,1,0.811518,0.886911,2.01559,0.94,SimpleBudgetV1
18,07_Aa,AAA,ask,7,1,0.928796,0.983246,2.26909,0.86,SimpleBudgetV1
