word_index,word,start,end,speech_region_index,sentence_index
0,some,0.340000,0.620000,0,-1
1,people,0.620000,0.890000,0,-1
2,prefer,0.890000,1.260000,0,-1
3,an,1.260000,1.350000,0,-1
4,early,1.350000,1.640000,0,-1
5,start,1.640000,2.050000,0,-1
6,others,2.560000,2.910000,1,-1
7,do,2.910000,3.090000,1,-1
8,their,3.090000,3.230000,1,-1
9,best,3.230000,3.590000,1,-1
10,work,3.590000,3.910000,1,-1
11,late,3.910000,4.140000,1,-1
12,at,4.140000,4.240000,1,-1
13,night,4.240000,4.560000,1,-1
