word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,it,1,matches,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,matches,2,animations,,,none,0,none,0.080000,0.080000,0.000000,0.080000,0,0
2,animations,3,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,to,4,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,the,5,audio,,,none,0,none,0.060000,0.060000,0.060000,0.060000,0,0
5,audio,6,ensuring,",",",",region_break,1,comma_with_lull,0.550000,0.550000,0.550000,0.550000,0,1
6,ensuring,7,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,the,8,lip,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,lip,9,movements,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,movements,10,sync,,,none,0,none,0.050000,0.050000,0.050000,0.050000,1,1
10,sync,11,up,,,none,0,none,0.090000,0.090000,0.000000,0.090000,1,1
11,up,12,with,,,none,0,none,0.040000,0.040000,0.040000,0.040000,1,1
12,with,13,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,the,14,words,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
