index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,the,0,0,0,0.048387,0.500000,AH,1,cmu_open_vowel
1,22_MBP,maple,1,0,0,0.074194,1.000000,M,0,cmu_bilabial
2,06_Eh,maple,1,0,0,0.093548,0.920000,EY,1,cmu_eh_vowel
3,06_Eh,syrup,2,0,0,0.197581,0.920000,ER,1,cmu_eh_vowel
4,22_MBP,syrup,2,0,0,0.245968,1.000000,P,3,cmu_bilabial
5,07_Aa,the,3,1,0,0.306452,0.500000,AH,1,cmu_open_vowel
6,06_Eh,lakes,4,1,0,0.346774,0.920000,EY,1,cmu_eh_vowel
7,07_Aa,and,5,2,0,0.397849,0.500000,AH,0,cmu_open_vowel
8,07_Aa,the,6,2,0,0.500000,0.500000,AH,1,cmu_open_vowel
9,09_Oh,northern,7,2,0,0.548387,0.920000,AO,1,cmu_oh_vowel
10,05_Ay,lights,8,2,0,0.669355,0.940000,AY,1,cmu_ay
11,03_Ee,need,9,3,1,0.741935,0.920000,IY,1,cmu_front_vowel
12,06_Eh,anything,10,3,1,0.787634,0.920000,EH,0,cmu_eh_vowel
13,03_Ee,anything,10,3,1,0.841398,0.500000,IY,2,cmu_front_vowel
14,06_Eh,else,11,3,1,0.946237,0.920000,EH,0,cmu_eh_vowel
