index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.186500,0.254000,0.321500,07_Aa,the,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.251500,0.304000,0.356500,22_MBP,maple,1,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
2,0.326500,0.394000,0.461500,06_Eh,maple,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
3,0.746500,0.814000,0.881500,06_Eh,syrup,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
4,0.952500,1.005000,1.057500,22_MBP,syrup,2,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
5,2.047500,2.115000,2.182500,07_Aa,the,3,1,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
6,2.097500,2.165000,2.232500,06_Eh,lakes,4,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
7,3.667500,3.735000,3.802500,07_Aa,and,5,2,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
8,3.717500,3.785000,3.852500,07_Aa,the,6,2,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,3.767500,3.835000,3.902500,09_Oh,northern,7,2,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
10,3.830000,3.885000,3.940000,05_Ay,lights,8,2,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,3.867500,3.935000,4.002500,03_Ee,need,9,3,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,3.917500,3.985000,4.052500,06_Eh,anything,10,3,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
13,3.967500,4.035000,4.102500,03_Ee,anything,10,3,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
14,4.336500,4.404000,4.471500,06_Eh,else,11,3,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
