word_index,word,start,end,speech_region_index,sentence_index
0,before,0.570000,0.910000,0,-1
1,leaving,0.910000,1.560000,0,-1
2,turn,1.750000,2.010000,1,-1
3,off,2.010000,2.210000,1,-1
4,the,2.210000,2.310000,1,-1
5,lamps,2.310000,2.920000,1,-1
6,close,3.090000,3.440000,2,-1
7,the,3.440000,3.540000,2,-1
8,windows,3.540000,4.200000,2,-1
9,feed,4.450000,4.820000,3,-1
10,the,4.820000,4.900000,3,-1
11,cat,4.900000,5.410000,3,-1
12,lock,5.790000,6.140000,4,-1
13,the,6.140000,6.220000,4,-1
14,back,6.220000,6.550000,4,-1
15,door,6.550000,6.990000,4,-1
16,and,7.330000,7.480000,5,-1
17,check,7.480000,7.760000,5,-1
18,the,7.760000,7.840000,5,-1
19,stove,7.840000,8.470000,5,-1
