index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,haven't,0,0,0,0.050000,0.920000,AE,1,cmu_open_vowel
1,20_FV,haven't,0,0,0,0.083333,0.960000,V,2,cmu_fv
2,06_Eh,heard,1,0,0,0.250000,0.920000,ER,1,cmu_eh_vowel
3,07_Aa,of,2,0,0,0.325000,0.920000,AH,0,cmu_open_vowel
4,20_FV,of,2,0,0,0.375000,0.960000,V,1,cmu_fv
5,07_Aa,that,3,0,0,0.450000,0.920000,AE,1,cmu_open_vowel
6,12_Ww-Oo-,one,4,0,0,0.516667,0.880000,W,0,cmu_w
7,07_Aa,one,4,0,0,0.550000,0.920000,AH,1,cmu_open_vowel
8,12_Ww-Oo-,want,5,1,1,0.612500,0.880000,W,0,cmu_w
9,07_Aa,want,5,1,1,0.637500,0.920000,AA,1,cmu_open_vowel
10,07_Aa,a,6,1,1,0.750000,0.500000,AH,0,cmu_open_vowel
11,07_Aa,sandwich,7,1,1,0.842857,0.920000,AE,1,cmu_open_vowel
12,12_Ww-Oo-,sandwich,7,1,1,0.928571,0.880000,W,4,cmu_w
13,14_ChJjSh,sandwich,7,1,1,0.984857,0.820000,CH,6,cmu_affricate_sibilant
