word_index,word,start,end,speech_region_index,sentence_index
0,we,0.350000,0.480000,0,-1
1,heard,0.480000,0.730000,0,-1
2,thunder,0.730000,1.320000,0,-1
3,heavy,1.410000,1.720000,0,-1
4,rain,1.720000,2.150000,0,-1
5,rushing,2.290000,2.640000,1,-1
6,water,2.640000,3.050000,1,-1
7,snapping,3.250000,3.720000,2,-1
8,branches,3.720000,4.270000,2,-1
9,barking,4.530000,4.890000,3,-1
10,dogs,4.890000,5.380000,3,-1
11,and,5.570000,5.710000,4,-1
12,a,5.710000,5.750000,4,-1
13,distant,5.750000,6.180000,4,-1
14,alarm,6.180000,6.640000,4,-1
