word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,we,1,heard,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,heard,2,thunder,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,thunder,3,heavy,",",",",soft_pause,0,none,0.090000,0.090000,0.090000,0.090000,0,0
3,heavy,4,rain,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,rain,5,rushing,",",",",region_break,1,comma_with_lull,0.140000,0.140000,0.140000,0.140000,0,1
5,rushing,6,water,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,water,7,snapping,",",",",region_break,1,comma_with_lull,0.200000,0.200000,0.200000,0.200000,1,2
7,snapping,8,branches,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,branches,9,barking,",",",",region_break,1,comma_with_lull,0.260000,0.260000,0.260000,0.260000,2,3
9,barking,10,dogs,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
10,dogs,11,and,",",",",region_break,1,comma_with_lull,0.190000,0.190000,0.190000,0.190000,3,4
11,and,12,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
12,a,13,distant,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
13,distant,14,alarm,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
