word_index,word,start,end,speech_region_index,sentence_index
0,i,0.470000,0.580000,0,-1
1,expected,0.580000,1.190000,0,-1
2,the,1.190000,1.270000,0,-1
3,journey,1.270000,1.670000,0,-1
4,to,1.670000,1.790000,0,-1
5,feel,1.790000,2.070000,0,-1
6,endless,2.100000,2.760000,0,-1
7,yet,2.970000,3.200000,1,-1
8,every,3.270000,3.560000,1,-1
9,stop,3.560000,3.940000,1,-1
10,brought,4.000000,4.250000,1,-1
11,something,4.250000,4.630000,1,-1
12,memorable,4.630000,5.270000,1,-1
13,a,5.620000,5.680000,2,-1
14,friendly,5.680000,6.080000,2,-1
15,conversation,6.080000,7.000000,2,-1
16,a,7.300000,7.370000,3,-1
17,beautiful,7.370000,7.850000,3,-1
18,view,7.850000,8.330000,3,-1
19,an,8.650000,8.780000,4,-1
20,excellent,8.810000,9.260000,4,-1
21,meal,9.260000,9.730000,4,-1
22,or,10.020000,10.140000,5,-1
23,a,10.140000,10.190000,5,-1
24,story,10.190000,10.630000,5,-1
25,i,10.630000,10.730000,5,-1
26,had,10.730000,10.900000,5,-1
27,never,10.900000,11.220000,5,-1
28,heard,11.220000,11.620000,5,-1
